iter	MultiClass
145	0.8622117618
146	0.8620462489
147	0.8618712876
148	0.8617030494
149	0.8616019688
150	0.8614532826
151	0.8613183172
152	0.8611077487
153	0.8609347941
154	0.8608405637
155	0.8606862515
156	0.860591552
157	0.8604066125
158	0.8602787394
159	0.8601414566
160	0.860023939
161	0.8599059213
162	0.8597692829
163	0.8596074471
164	0.8594964355
165	0.8593967328
166	0.859311314
167	0.8592105347
168	0.8590168782
169	0.8588677814
170	0.8587468136
171	0.8586451296
172	0.8585431739
173	0.8583968854
174	0.858284172
175	0.858183479
176	0.8580233887
177	0.8578998699
178	0.857773043
179	0.8576873582
180	0.8576019453
181	0.8574690814
182	0.857366416
183	0.8572593558
184	0.8571850779
185	0.8570929128
186	0.8570135546
187	0.8569261336
188	0.8568025564
189	0.8567123061
190	0.8566420706
191	0.856554163
192	0.856390224
193	0.8562907686
194	0.8561685728
195	0.8560676149
196	0.8559801203
197	0.8558715938
198	0.8558073176
199	0.855730265
200	0.8556541558
201	0.8555649422
202	0.8555225226
203	0.855434905
204	0.8553404466
205	0.8552202552
206	0.8551434705
207	0.8550810187
208	0.8549951026
209	0.8549003426
210	0.854806559
211	0.8546860972
212	0.8546349764
213	0.8545377904
214	0.854477664
215	0.8544159519
216	0.8543235869
217	0.8542404413
218	0.8540996326
219	0.854007441
220	0.8539516308
221	0.8539026952
222	0.8538213234
223	0.8537241295
224	0.8536606278
225	0.8535886795
226	0.8534976636
227	0.8534335831
228	0.8533428346
229	0.8532742147
230	0.8532072268
231	0.8531158955
232	0.8529764661
233	0.8529043798
234	0.8528106465
235	0.8527047436
236	0.8526216618
237	0.852516543
238	0.8524537018
239	0.852404423
240	0.852325383
241	0.8522573557
242	0.8521631281
243	0.8520863502
244	0.8520381263
245	0.8519783209
246	0.8518972891
247	0.8518313954
248	0.8517452487
249	0.8516193205
250	0.851531674
251	0.8514686199
252	0.8513800707
253	0.8513287081
254	0.8512494817
255	0.8511792988
256	0.8510741898
257	0.8509859322
258	0.85091552
259	0.8508341572
260	0.8507602523
261	0.850665477
262	0.8506170884
263	0.8505684189
264	0.8504918192
265	0.8504181314
266	0.8503728461
267	0.8503162864
268	0.8502681699
269	0.8501930997
270	0.8501546322
271	0.8500990839
272	0.8499744509
273	0.8498944285
274	0.8498177222
275	0.8497716748
276	0.8497317654
277	0.8496549135
278	0.8495689439
279	0.8495171394
280	0.8494598027
281	0.8494032589
282	0.8493381482
283	0.849287893
284	0.8492390769
285	0.8491630481
286	0.8490896472
287	0.8490511747
288	0.8490136575
289	0.8489582777
290	0.8488857645
291	0.848840165
292	0.8487816735
293	0.8487216401
294	0.848661643
295	0.8486127939
296	0.8485196381
297	0.8484636887
298	0.8483941179
299	0.8483292261
300	0.8482517339
301	0.8482128799
302	0.8481468579
303	0.8480862585
304	0.8480202193
305	0.8479375971
306	0.847895963
307	0.8478510821
308	0.8477976673
309	0.8477160794
310	0.8476791222
311	0.8476297146
312	0.8475712898
313	0.8475232435
314	0.8474545873
315	0.8473959006
316	0.8473617011
317	0.8472795867
318	0.8472302125
319	0.8471643389
320	0.847129866
321	0.8470824225
322	0.8470315734
323	0.8469648186
324	0.846865948
325	0.8467939191
326	0.8467608575
327	0.846699116
328	0.8466480046
329	0.8466153627
330	0.8465294094
331	0.8464856285
332	0.8464411231
333	0.8463902265
334	0.8463354098
335	0.8462888445
336	0.8462406177
337	0.8461853122
338	0.8461424282
339	0.8460881923
340	0.8460355242
341	0.8460000487
342	0.8459500501
343	0.8458607768
344	0.8457806614
345	0.8457270589
346	0.8456638353
347	0.8456300718
348	0.8455809187
349	0.8455313858
350	0.8454872882
351	0.8454093609
352	0.845351537
353	0.8452838263
354	0.8452202185
355	0.8451618205
356	0.8451063235
357	0.8450307487
358	0.8449890204
359	0.8449054283
360	0.8448561765
361	0.8448209716
362	0.844770459
363	0.844739043
364	0.8446967471
365	0.8446450079
366	0.8445648475
367	0.8444907576
368	0.8444346374
369	0.8443847835
370	0.8443182654
371	0.8442787576
372	0.8442275889
373	0.8441828883
374	0.8440832226
375	0.84404196
376	0.8440021887
377	0.843968737
378	0.843912826
379	0.8438585054
380	0.8438146217
381	0.8437573398
382	0.8437016827
383	0.8436720325
384	0.8436324025
385	0.8435770524
386	0.8435167987
387	0.8434737257
388	0.8434367661
389	0.8433917569
390	0.8433481062
391	0.8433077537
392	0.8432636619
393	0.8432243285
394	0.8431735141
395	0.8431271282
396	0.8430888635
397	0.8430275292
398	0.8429867139
399	0.8429390502
400	0.842899281
401	0.8428631885
402	0.8428108134
403	0.8427434001
404	0.8426990427
405	0.8426561809
406	0.84262116
407	0.8425701887
408	0.8425098423
409	0.8424678116
410	0.8424390873
411	0.8423887347
412	0.8423662601
413	0.8423308809
414	0.8422712011
415	0.8422239781
416	0.8421844339
417	0.8421306432
418	0.84208038
419	0.8420422106
420	0.8420131959
421	0.8419753215
422	0.8419183758
423	0.841850193
424	0.8417876152
425	0.8417389265
426	0.8417195897
427	0.8416811256
428	0.8416294746
429	0.8415664662
430	0.8415347317
431	0.8414627635
432	0.8414402993
433	0.8413857853
434	0.8413375108
435	0.8412747112
436	0.8412491577
437	0.8412100478
438	0.8411679841
439	0.8411083631
440	0.8410727946
441	0.8410306385
442	0.8410048941
443	0.840971557
444	0.8409406695
445	0.8409035516
446	0.8408528662
447	0.8408195519
448	0.8407740365
449	0.8407213386
450	0.8406828025
451	0.8406367521
452	0.8406114034
453	0.8405654869
454	0.8405260873
455	0.8404762051
456	0.8404201877
457	0.8403902669
458	0.8403407136
459	0.840282975
460	0.8402358681
461	0.8401939854
462	0.8401440985
463	0.84008461
464	0.8400542523
465	0.840008433
466	0.8399458607
467	0.8398818617
468	0.8398140116
469	0.8397883764
470	0.8397386378
471	0.8396984584
472	0.8396449696
473	0.8395938901
474	0.8395480103
475	0.8394950214
476	0.8394649445
477	0.8394020995
478	0.8393510458
479	0.8393103121
480	0.8392816469
481	0.8392466271
482	0.8391955709
483	0.8391598975
484	0.8391408843
485	0.8391015423
486	0.8390559515
487	0.8390045348
488	0.8389795973
489	0.8389339913
490	0.8389129074
491	0.8388561404
492	0.8388307491
493	0.8388058583
494	0.8387574603
495	0.8387228637
496	0.8386904565
497	0.838654283
498	0.8385984477
499	0.8385611268
500	0.8385140642
501	0.8384552599
502	0.8384199428
503	0.8383834965
504	0.8383175341
505	0.8382640041
506	0.8382087372
507	0.8381591623
508	0.8381034256
509	0.8380654084
510	0.8380155536
511	0.8379769881
512	0.8379262299
513	0.8378960202
514	0.8378570918
515	0.8378031611
516	0.8377717045
517	0.8377444275
518	0.8376835415
519	0.8376297244
520	0.8376036481
521	0.8375550131
522	0.8375101338
523	0.8374746156
524	0.8374393726
525	0.837384462
526	0.8373327987
527	0.8372925812
528	0.8372500933
529	0.8372069571
530	0.8371602708
531	0.8371220129
532	0.8371103497
533	0.8370735403
534	0.8370107909
535	0.8369667919
536	0.8369324908
537	0.8368892576
538	0.8368548626
539	0.836813696
540	0.8367804454
541	0.83673564
542	0.8366904376
543	0.8366611862
544	0.8366307237
545	0.8365802666
546	0.8365293501
547	0.8364795768
548	0.8364520703
549	0.8364124781
550	0.836381365
551	0.8363234256
552	0.8362842924
553	0.8362592043
554	0.8362262796
555	0.8361839449
556	0.8361446531
557	0.8361018672
558	0.8360566293
559	0.8360087007
560	0.8359726684
561	0.8359386098
562	0.8358853151
563	0.8358340481
564	0.8358074506
565	0.8357548616
566	0.8357254946
567	0.8356768183
568	0.8356284504
569	0.8356055794
570	0.8355538793
571	0.835505531
572	0.8354599115
573	0.8354132233
574	0.8353917534
575	0.8353736135
576	0.8353364502
577	0.8352663088
578	0.8352218139
579	0.8352018486
580	0.8351752902
581	0.8351481698
582	0.8351009478
583	0.8350686724
584	0.835044648
585	0.8350335622
586	0.8349949983
587	0.8349561718
588	0.8349081198
589	0.83486092
590	0.8348213571
591	0.8348003966
592	0.8347614316
593	0.8347135027
594	0.8346551654
595	0.8346003617
596	0.8345685536
597	0.8345396787
598	0.8345065221
599	0.8344538782
600	0.8344054198
601	0.8343800229
602	0.834317776
603	0.8342836602
604	0.8342496398
605	0.8342071395
606	0.8341814724
607	0.8341509832
608	0.83412425
609	0.8340916453
610	0.8340414274
611	0.8339953506
612	0.8339353202
613	0.8339008713
614	0.8338535214
615	0.8338252185
616	0.8337884273
617	0.8337614451
618	0.833732858
619	0.8336897515
620	0.8336561038
621	0.8336190852
622	0.8335769343
623	0.8335239292
624	0.8334822477
625	0.8334256724
626	0.8333784437
627	0.833345783
628	0.8333105642
629	0.8332646644
630	0.8332288148
631	0.8331939472
632	0.833146458
633	0.8331321573
634	0.8330859399
635	0.8330380549
636	0.8330148772
637	0.832988089
638	0.8329518014
639	0.8329218
640	0.8328944942
641	0.832848276
642	0.832820073
643	0.8327942715
644	0.8327531936
645	0.8327232521
646	0.8326884893
647	0.8326551417
648	0.8325996446
649	0.8325571438
650	0.8325334999
651	0.8324885794
652	0.8324593657
653	0.8324387618
654	0.8324025949
655	0.8323460388
656	0.8323050062
657	0.8322737723
658	0.8322358755
659	0.8321918237
660	0.8321368042
661	0.8320999108
662	0.8320616622
663	0.8320079772
664	0.8319578817
665	0.8319232107
666	0.8318814221
667	0.8318466042
668	0.8317980166
669	0.8317416695
670	0.831697235
671	0.8316594498
672	0.8316198356
673	0.8315852526
674	0.8315529571
675	0.8315152866
676	0.8314691629
677	0.8314518606
678	0.8314251785
679	0.8313945404
680	0.831351868
681	0.8313087406
682	0.831266399
683	0.8312266322
684	0.8311989155
685	0.8311668124
686	0.831127432
687	0.8310987661
688	0.8310579187
689	0.8310145546
690	0.8309648262
691	0.8309301603
692	0.8308955873
693	0.8308549639
694	0.8308073149
695	0.8307550292
696	0.8307285394
697	0.8306978322
698	0.8306639734
699	0.8306154929
700	0.8305728528
701	0.8305237191
702	0.8304868754
703	0.830458063
704	0.8304406899
705	0.8304026165
706	0.8303392814
707	0.8303128301
708	0.830282538
709	0.8302542674
710	0.8302325463
711	0.8301951309
712	0.8301617272
713	0.8301289124
714	0.8300963998
715	0.8300502862
716	0.8300229255
717	0.8300037484
718	0.829977295
719	0.8299451318
720	0.8299212056
721	0.8298727503
722	0.8298472667
723	0.8298216038
724	0.8298015246
725	0.8297623174
726	0.8297341183
727	0.8296896905
728	0.8296552799
729	0.8296160335
730	0.8295793253
731	0.8295494999
732	0.8295066076
733	0.8294720644
734	0.8294512298
735	0.8294156821
736	0.8293829464
737	0.8293499298
738	0.8293120192
739	0.8292859454
740	0.8292574313
741	0.8292171789
742	0.8291736853
743	0.8291313547
744	0.8290884438
745	0.8290598446
746	0.8290452293
747	0.8290082316
748	0.8289579603
749	0.8289175545
750	0.8288640283
751	0.8288063938
752	0.8287786092
753	0.8287500148
754	0.8287236894
755	0.8286773443
756	0.828628742
757	0.8286006365
758	0.8285618897
759	0.8285313503
760	0.8285093299
761	0.8284807519
762	0.8284471288
763	0.8283921024
764	0.8283524146
765	0.8283220025
766	0.8282839303
767	0.8282479924
768	0.8282273897
769	0.828189709
770	0.8281438381
771	0.8281152165
772	0.8280754165
773	0.8280474617
774	0.828000712
775	0.8279461153
776	0.8279096952
777	0.8278730809
778	0.8278477349
779	0.8277950838
780	0.8277608642
781	0.8277260269
782	0.827694927
783	0.827654146
784	0.8276251282
785	0.827577973
786	0.8275346961
787	0.8274885083
788	0.8274590605
789	0.8274272032
790	0.8274035709
791	0.8273694519
792	0.8273299734
793	0.8273124928
794	0.8272770985
795	0.8272457095
796	0.8272213099
797	0.8271838077
798	0.8271563495
799	0.8271161753
800	0.8270864852
801	0.8270523304
802	0.8270331416
803	0.8269917424
804	0.8269694601
805	0.8269252802
806	0.8268974751
807	0.8268616196
808	0.8268172069
809	0.8267880351
810	0.8267435113
811	0.826702571
812	0.8266632431
813	0.8266289374
814	0.8265852844
815	0.8265499509
816	0.8265124755
817	0.8264879965
818	0.8264435584
819	0.8263934862
820	0.826361837
821	0.8263318123
822	0.8263060873
823	0.8262764486
824	0.8262289649
825	0.8262029142
826	0.8261685877
827	0.8261392811
828	0.826108232
829	0.8260621248
830	0.8260417238
831	0.8259926738
832	0.8259649029
833	0.8259399664
834	0.8259076338
835	0.825866532
836	0.8258356778
837	0.825792525
838	0.8257437481
839	0.8257132747
840	0.8256752543
841	0.8256423194
842	0.825611515
843	0.8255809297
844	0.8255485836
845	0.8255004211
846	0.8254622621
847	0.8254233679
848	0.825381788
849	0.8253377033
850	0.8252990592
851	0.8252563633
852	0.8252055045
853	0.8251664935
854	0.8251206897
855	0.825086035
856	0.8250593578
857	0.8250187611
858	0.8249892323
859	0.8249597986
860	0.8249222268
861	0.8248836261
862	0.8248400955
863	0.8248215983
864	0.8247836783
865	0.824758725
866	0.8247252018
867	0.824688524
868	0.8246696622
869	0.8245862896
870	0.8245564555
871	0.8245138056
872	0.8244765967
873	0.8244489573
874	0.8244108834
875	0.8243753017
876	0.8243424195
877	0.8243154544
878	0.8242823363
879	0.824249348
880	0.8242119136
881	0.8241836166
882	0.8241594288
883	0.8241281447
884	0.8240886939
885	0.8240561155
886	0.824024732
887	0.8239713443
888	0.8239316309
889	0.8238794017
890	0.8238445907
891	0.8238104789
892	0.8237720401
893	0.823747488
894	0.8237084746
895	0.8236751069
896	0.8236506608
897	0.8236080155
898	0.8235766593
899	0.823530944
900	0.8235060712
901	0.8234596655
902	0.8234336127
903	0.8234028278
904	0.8233816476
905	0.8233467936
906	0.8233283846
907	0.8233039962
908	0.8232710138
909	0.8232423184
910	0.8232088197
911	0.8231716513
912	0.8231281592
913	0.8230888486
914	0.8230512135
915	0.8230203813
916	0.8229934355
917	0.8229618407
918	0.8229151808
919	0.8228832162
920	0.8228566707
921	0.8228270682
922	0.8227921417
923	0.8227604773
924	0.822715218
925	0.8226902298
926	0.8226550298
927	0.8226286279
928	0.8225956715
929	0.822561714
930	0.8225182263
931	0.8224947822
932	0.8224647308
933	0.8224354332
934	0.8223965253
935	0.8223622973
936	0.8223416583
937	0.8223120965
938	0.8222848247
939	0.822239357
940	0.8222060078
941	0.8221709814
942	0.8221430111
943	0.8221024018
944	0.8220851224
945	0.8220509083
946	0.8220220112
947	0.8219930726
948	0.8219688207
949	0.8219472599
950	0.821910544
951	0.821878621
952	0.821842865
953	0.8218245086
954	0.8218007742
955	0.8217619113
956	0.8217430893
957	0.8217097871
958	0.8216848823
959	0.8216434126
960	0.8216231475
961	0.8215893139
962	0.8215507193
963	0.8215229974
964	0.8214872015
965	0.8214616858
966	0.8214223581
967	0.8213903097
968	0.8213642241
969	0.8213290328
970	0.8213013269
971	0.8212606242
972	0.8212294159
973	0.821201308
974	0.8211696242
975	0.8211493357
976	0.8211223102
977	0.821087112
978	0.8210637927
979	0.821040486
980	0.8210202643
981	0.820972045
982	0.8209508352
983	0.8209171984
984	0.8208827789
985	0.8208470179
986	0.8208064783
987	0.8207872245
988	0.8207581368
989	0.820728207
990	0.820700339
991	0.8206611219
992	0.8206319982
993	0.8206191442
994	0.8205788848
995	0.8205331418
996	0.8205106567
997	0.820474654
998	0.8204565109
999	0.8204309743
