,일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
0,2024-06-27,81600,300,0.37,81300,81600,80500,11739720,953180000000.0,487130000000000.0,5969782550
1,2024-06-26,81300,500,0.62,80100,81400,79900,17783242,1436000000000.0,485340000000000.0,5969782550
2,2024-06-25,80800,200,0.25,80600,81800,80100,19088458,1545800000000.0,482360000000000.0,5969782550
3,2024-06-24,80600,600,0.75,79700,80900,79500,15454227,1239800000000.0,481160000000000.0,5969782550
4,2024-06-21,80000,-1600,-1.96,80700,80800,80000,17907523,1437400000000.0,477580000000000.0,5969782550
5,2024-06-20,81600,400,0.49,81500,82200,81200,20288913,1658000000000.0,487130000000000.0,5969782550
6,2024-06-19,81200,1400,1.75,81100,82500,80500,24168863,1965900000000.0,484750000000000.0,5969782550
7,2024-06-18,79800,1700,2.18,78700,80200,78600,18207598,1451900000000.0,476390000000000.0,5969782550
8,2024-06-17,78100,-1500,-1.88,79200,79500,78000,16123051,1267600000000.0,466240000000000.0,5969782550
9,2024-06-14,79600,1000,1.27,79700,80500,79000,22926612,1830000000000.0,475000000000000.0,5969782550
10,2024-06-13,78600,2100,2.75,78400,79000,77800,33763804,2650000000000.0,469000000000000.0,5969782550
11,2024-06-12,76500,1300,1.73,75300,77100,75200,19246725,1460000000000.0,457000000000000.0,5969782550
12,2024-06-11,75200,-500,-0.66,75900,76000,75100,16971175,1280000000000.0,449000000000000.0,5969782550
13,2024-06-10,75700,-1600,-2.07,76100,76600,75600,14598755,1110000000000.0,452000000000000.0,5969782550
14,2024-06-07,77300,-100,-0.13,78400,78600,77100,21189349,1650000000000.0,461000000000000.0,5969782550
15,2024-06-05,77400,2100,2.79,78000,78000,76800,23177968,1790000000000.0,462000000000000.0,5969782550
16,2024-06-04,75300,-400,-0.53,74900,76100,74900,14098053,1070000000000.0,450000000000000.0,5969782550
17,2024-06-03,75700,2200,2.99,74400,76400,74200,15706268,1190000000000.0,452000000000000.0,5969782550
18,2024-05-31,73500,0,0.0,74500,74700,73500,26198776,1940000000000.0,439000000000000.0,5969782550
19,2024-05-30,73500,-1700,-2.26,74800,75200,73500,28551273,2120000000000.0,439000000000000.0,5969782550
20,2024-05-29,75200,-2400,-3.09,77700,78200,75200,30244875,2310000000000.0,449000000000000.0,5969782550
21,2024-05-28,77600,400,0.52,76500,78000,76200,18539072,1440000000000.0,463000000000000.0,5969782550
22,2024-05-27,77200,1300,1.71,75300,78200,74000,43825202,3310000000000.0,461000000000000.0,5969782550
23,2024-05-24,75900,-2400,-3.07,76800,77000,75700,27891278,2130000000000.0,453000000000000.0,5969782550
24,2024-05-23,78300,600,0.77,77700,79100,77100,18728087,1460000000000.0,467000000000000.0,5969782550
25,2024-05-22,77700,-700,-0.89,78100,78700,77300,19521506,1520000000000.0,464000000000000.0,5969782550
26,2024-05-21,78400,-500,-0.63,78500,79000,78200,13690583,1070000000000.0,468000000000000.0,5969782550
27,2024-05-20,78900,1500,1.94,78100,79100,77900,19456783,1530000000000.0,471000000000000.0,5969782550
28,2024-05-17,77400,-800,-1.02,78600,78800,77200,15918201,1240000000000.0,462000000000000.0,5969782550
29,2024-05-16,78200,-100,-0.13,80200,80300,78100,20989778,1660000000000.0,467000000000000.0,5969782550
30,2024-05-14,78300,-100,-0.13,78600,78800,77900,11763992,921000000000.0,467000000000000.0,5969782550
31,2024-05-13,78400,-800,-1.01,79400,79900,77600,18652344,1460000000000.0,468000000000000.0,5969782550
32,2024-05-10,79200,-500,-0.63,80400,81100,78900,16976124,1350000000000.0,473000000000000.0,5969782550
33,2024-05-09,79700,-1600,-1.97,81100,81500,79700,18759935,1510000000000.0,476000000000000.0,5969782550
34,2024-05-08,81300,0,0.0,80800,81400,80500,13089576,1060000000000.0,485000000000000.0,5969782550
35,2024-05-07,81300,3700,4.77,79600,81300,79400,26238868,2110000000000.0,485000000000000.0,5969782550
36,2024-05-03,77600,-400,-0.51,79000,79000,77500,13151889,1030000000000.0,463000000000000.0,5969782550
37,2024-05-02,78000,500,0.65,77600,78600,77300,18900640,1480000000000.0,466000000000000.0,5969782550
38,2024-04-30,77500,800,1.04,77000,78500,76600,19007007,1480000000000.0,463000000000000.0,5969782550
39,2024-04-29,76700,0,0.0,77400,77600,76200,14664474,1120000000000.0,458000000000000.0,5969782550
40,2024-04-26,76700,400,0.52,77800,77900,76500,12755629,983000000000.0,458000000000000.0,5969782550
41,2024-04-25,76300,-2300,-2.93,77300,77500,76300,15549134,1200000000000.0,455000000000000.0,5969782550
42,2024-04-24,78600,3100,4.11,77500,78800,77200,22166150,1730000000000.0,469000000000000.0,5969782550
43,2024-04-23,75500,-600,-0.79,76400,76800,75500,18717699,1420000000000.0,451000000000000.0,5969782550
44,2024-04-22,76100,-1500,-1.93,77400,77500,75100,30469477,2320000000000.0,454000000000000.0,5969782550
45,2024-04-19,77600,-2000,-2.51,78300,78700,76300,31317563,2420000000000.0,463000000000000.0,5969782550
46,2024-04-18,79600,700,0.89,78800,80100,78300,21370190,1690000000000.0,475000000000000.0,5969782550
47,2024-04-17,78900,-1100,-1.38,80700,80800,78900,22611631,1800000000000.0,471000000000000.0,5969782550
48,2024-04-16,80000,-2200,-2.68,81200,81300,79400,31949845,2560000000000.0,478000000000000.0,5969782550
49,2024-04-15,82200,-1500,-1.79,82900,83200,81200,26663772,2190000000000.0,491000000000000.0,5969782550
50,2024-04-12,83700,-400,-0.48,84700,84900,83200,17061770,1430000000000.0,500000000000000.0,5969782550
51,2024-04-11,84100,500,0.6,83200,84700,82500,25538009,2140000000000.0,502000000000000.0,5969782550
52,2024-04-09,83600,-900,-1.07,84500,84900,83100,23725956,1990000000000.0,499000000000000.0,5969782550
53,2024-04-08,84500,0,0.0,85200,86000,84500,18953232,1610000000000.0,504000000000000.0,5969782550
54,2024-04-05,84500,-800,-0.94,84500,85000,83800,18883752,1590000000000.0,504000000000000.0,5969782550
55,2024-04-04,85300,1200,1.43,85200,85500,84300,25248934,2150000000000.0,509000000000000.0,5969782550
56,2024-04-03,84100,-900,-1.06,84300,85000,83500,30493347,2570000000000.0,502000000000000.0,5969782550
57,2024-04-02,85000,3000,3.66,82900,85000,82900,37077944,3130000000000.0,507000000000000.0,5969782550
58,2024-04-01,82000,-400,-0.49,83200,83300,82000,20116513,1660000000000.0,490000000000000.0,5969782550
59,2024-03-29,82400,1600,1.98,81200,82500,80900,27126366,2220000000000.0,492000000000000.0,5969782550
60,2024-03-28,80800,1000,1.25,79400,81000,79200,25084812,2010000000000.0,482000000000000.0,5969782550
61,2024-03-27,79800,-100,-0.13,79200,80000,79200,17424595,1390000000000.0,476000000000000.0,5969782550
62,2024-03-26,79900,1700,2.17,79700,80100,79200,30551494,2440000000000.0,477000000000000.0,5969782550
63,2024-03-25,78200,-700,-0.89,79600,79800,77800,18703996,1470000000000.0,467000000000000.0,5969782550
64,2024-03-22,78900,-400,-0.5,79600,79900,77800,26724761,2100000000000.0,471000000000000.0,5969782550
65,2024-03-21,79300,2400,3.12,79200,79300,77700,44569799,3510000000000.0,473000000000000.0,5969782550
66,2024-03-20,76900,4100,5.63,73700,77200,73400,50106297,3800000000000.0,459000000000000.0,5969782550
67,2024-03-19,72800,0,0.0,72300,73000,71700,15376066,1110000000000.0,435000000000000.0,5969782550
68,2024-03-18,72800,500,0.69,72600,73000,72500,11520348,838000000000.0,435000000000000.0,5969782550
69,2024-03-15,72300,-2000,-2.69,73400,73700,72300,22580555,1650000000000.0,432000000000000.0,5969782550
70,2024-03-14,74300,200,0.27,74400,74500,73600,22545539,1670000000000.0,444000000000000.0,5969782550
71,2024-03-13,74100,800,1.09,73700,74100,73500,15243134,1130000000000.0,442000000000000.0,5969782550
72,2024-03-12,73300,900,1.24,72600,73500,72100,13011654,946000000000.0,438000000000000.0,5969782550
73,2024-03-11,72400,-900,-1.23,72900,73100,72300,9740504,708000000000.0,432000000000000.0,5969782550
74,2024-03-08,73300,1100,1.52,72800,73400,72600,19271349,1410000000000.0,438000000000000.0,5969782550
75,2024-03-07,72200,-700,-0.96,73100,73300,72200,14516963,1050000000000.0,431000000000000.0,5969782550
76,2024-03-06,72900,-800,-1.09,73200,73500,72700,21547905,1580000000000.0,435000000000000.0,5969782550
77,2024-03-05,73700,-1200,-1.6,74600,74800,73700,19505125,1450000000000.0,440000000000000.0,5969782550
78,2024-03-04,74900,1500,2.04,74300,75000,74000,23210474,1730000000000.0,447000000000000.0,5969782550
79,2024-02-29,73400,200,0.27,72600,73400,72000,21176403,1540000000000.0,438000000000000.0,5969782550
80,2024-02-28,73200,300,0.41,72900,73900,72800,11795859,867000000000.0,437000000000000.0,5969782550
81,2024-02-27,72900,100,0.14,73100,73400,72700,13201981,963000000000.0,435000000000000.0,5969782550
82,2024-02-26,72800,-100,-0.14,72300,73200,72200,14669352,1070000000000.0,435000000000000.0,5969782550
83,2024-02-23,72900,-200,-0.27,73600,74200,72900,16225166,1190000000000.0,435000000000000.0,5969782550
84,2024-02-22,73100,100,0.14,73800,73900,72700,15208934,1110000000000.0,436000000000000.0,5969782550
85,2024-02-21,73000,-300,-0.41,73400,73700,72900,11503495,842000000000.0,436000000000000.0,5969782550
86,2024-02-20,73300,-500,-0.68,73700,73700,72800,14681477,1070000000000.0,438000000000000.0,5969782550
87,2024-02-19,73800,1000,1.37,72800,73900,72800,12726404,937000000000.0,441000000000000.0,5969782550
88,2024-02-16,72800,-200,-0.27,73300,73400,72500,13444781,979000000000.0,435000000000000.0,5969782550
89,2024-02-15,73000,-1000,-1.35,74200,74400,73000,14120600,1040000000000.0,436000000000000.0,5969782550
90,2024-02-14,74000,-1200,-1.6,73700,74300,73700,12434945,920000000000.0,442000000000000.0,5969782550
91,2024-02-13,75200,1100,1.48,74800,75200,74400,21966745,1650000000000.0,449000000000000.0,5969782550
92,2024-02-08,74100,-900,-1.2,75000,75200,73600,20810708,1550000000000.0,442000000000000.0,5969782550
93,2024-02-07,75000,600,0.81,74600,75500,74300,16566445,1240000000000.0,448000000000000.0,5969782550
94,2024-02-06,74400,100,0.13,74300,74700,73300,14559254,1080000000000.0,444000000000000.0,5969782550
95,2024-02-05,74300,-900,-1.2,74200,74800,73500,19026021,1410000000000.0,444000000000000.0,5969782550
96,2024-02-02,75200,1600,2.17,74000,75200,73700,14955881,1120000000000.0,449000000000000.0,5969782550
97,2024-02-01,73600,900,1.24,73000,74200,72900,19881033,1460000000000.0,439000000000000.0,5969782550
98,2024-01-31,72700,-1600,-2.15,73400,74000,72500,15703560,1150000000000.0,434000000000000.0,5969782550
99,2024-01-30,74300,-100,-0.13,75000,75300,73700,12244418,910000000000.0,444000000000000.0,5969782550
100,2024-01-29,74400,1000,1.36,73800,75200,73500,13976521,1040000000000.0,444000000000000.0,5969782550
101,2024-01-26,73400,-700,-0.94,73700,74500,73300,11160062,824000000000.0,438000000000000.0,5969782550
102,2024-01-25,74100,100,0.14,74200,74800,73700,11737747,870000000000.0,442000000000000.0,5969782550
103,2024-01-24,74000,-1200,-1.6,75200,75200,73500,12860661,951000000000.0,442000000000000.0,5969782550
104,2024-01-23,75200,100,0.13,75700,75800,74300,14786224,1110000000000.0,449000000000000.0,5969782550
105,2024-01-22,75100,400,0.54,75900,76000,75000,19673375,1480000000000.0,448000000000000.0,5969782550
106,2024-01-19,74700,3000,4.18,73500,74700,73000,23363427,1730000000000.0,446000000000000.0,5969782550
107,2024-01-18,71700,700,0.99,71600,72000,70700,17853397,1270000000000.0,428000000000000.0,5969782550
108,2024-01-17,71000,-1600,-2.2,73100,73300,71000,22683660,1630000000000.0,424000000000000.0,5969782550
109,2024-01-16,72600,-1300,-1.76,73500,73700,72500,14760415,1080000000000.0,433000000000000.0,5969782550
110,2024-01-15,73900,800,1.09,73200,74000,73200,13212339,973000000000.0,441000000000000.0,5969782550
111,2024-01-12,73100,-100,-0.14,73000,74100,72800,13038939,957000000000.0,436000000000000.0,5969782550
112,2024-01-11,73200,-400,-0.54,72900,73600,72700,57691266,4210000000000.0,437000000000000.0,5969782550
113,2024-01-10,73600,-1100,-1.47,75000,75200,73200,20259529,1500000000000.0,439000000000000.0,5969782550
114,2024-01-09,74700,-1800,-2.35,77400,77700,74300,26019249,1970000000000.0,446000000000000.0,5969782550
115,2024-01-08,76500,-100,-0.13,77000,77500,76400,11088724,853000000000.0,457000000000000.0,5969782550
116,2024-01-05,76600,0,0.0,76700,77100,76400,11304316,867000000000.0,457000000000000.0,5969782550
117,2024-01-04,76600,-400,-0.52,76100,77300,76100,15324439,1170000000000.0,457000000000000.0,5969782550
118,2024-01-03,77000,-2600,-3.27,78500,78800,77000,21753644,1690000000000.0,460000000000000.0,5969782550
119,2024-01-02,79600,1100,1.4,78200,79800,78200,17142847,1360000000000.0,475000000000000.0,5969782550
120,2023-12-28,78500,500,0.64,77700,78500,77500,17797536,1390000000000.0,469000000000000.0,5969782550
121,2023-12-27,78000,1400,1.83,76700,78000,76500,20651042,1600000000000.0,466000000000000.0,5969782550
122,2023-12-26,76600,700,0.92,76100,76700,75700,13164909,1010000000000.0,457000000000000.0,5969782550
123,2023-12-22,75900,900,1.2,75800,76300,75400,14515608,1100000000000.0,453000000000000.0,5969782550
124,2023-12-21,75000,200,0.27,74600,75000,74300,13478766,1010000000000.0,448000000000000.0,5969782550
125,2023-12-20,74800,1400,1.91,74200,74900,73800,16870156,1250000000000.0,447000000000000.0,5969782550
126,2023-12-19,73400,500,0.69,73000,73400,72800,8907632,651000000000.0,438000000000000.0,5969782550
127,2023-12-18,72900,-400,-0.55,73300,73400,72800,9690551,708000000000.0,435000000000000.0,5969782550
128,2023-12-15,73300,200,0.27,73800,74000,73200,15419815,1130000000000.0,438000000000000.0,5969782550
129,2023-12-14,73100,300,0.41,74100,74300,72500,27567593,2030000000000.0,436000000000000.0,5969782550
130,2023-12-13,72800,-700,-0.95,73300,73500,72800,13116766,960000000000.0,435000000000000.0,5969782550
131,2023-12-12,73500,500,0.68,73300,73500,73100,13758646,1010000000000.0,439000000000000.0,5969782550
132,2023-12-11,73000,400,0.55,72800,73000,72200,9861960,717000000000.0,436000000000000.0,5969782550
133,2023-12-08,72600,1100,1.54,72100,72800,71900,10859463,787000000000.0,433000000000000.0,5969782550
134,2023-12-07,71500,-200,-0.28,71800,71900,71100,8862017,633000000000.0,427000000000000.0,5969782550
135,2023-12-06,71700,500,0.7,71800,72100,71600,8123087,584000000000.0,428000000000000.0,5969782550
136,2023-12-05,71200,-1400,-1.93,72300,72400,71200,12129682,868000000000.0,425000000000000.0,5969782550
137,2023-12-04,72600,600,0.83,72800,72900,72400,10229267,743000000000.0,433000000000000.0,5969782550
138,2023-12-01,72000,-800,-1.1,72400,72500,71700,9871284,711000000000.0,430000000000000.0,5969782550
139,2023-11-30,72800,100,0.14,72700,72800,72200,15783714,1150000000000.0,435000000000000.0,5969782550
140,2023-11-29,72700,0,0.0,72400,72800,72200,9283933,673000000000.0,434000000000000.0,5969782550
141,2023-11-28,72700,1400,1.96,71400,72700,71300,13283081,958000000000.0,434000000000000.0,5969782550
142,2023-11-27,71300,-400,-0.56,71500,72100,71100,9113857,652000000000.0,426000000000000.0,5969782550
143,2023-11-24,71700,-700,-0.97,72400,72600,71700,6676685,481000000000.0,428000000000000.0,5969782550
144,2023-11-23,72400,-400,-0.55,73000,73200,72200,6775614,492000000000.0,432000000000000.0,5969782550
145,2023-11-22,72800,0,0.0,72200,73000,71900,11105143,804000000000.0,435000000000000.0,5969782550
146,2023-11-21,72800,100,0.14,73100,73400,72700,9712881,710000000000.0,435000000000000.0,5969782550
147,2023-11-20,72700,200,0.28,72100,73000,72100,10610157,771000000000.0,434000000000000.0,5969782550
148,2023-11-17,72500,-300,-0.41,72300,73000,72300,11494644,835000000000.0,433000000000000.0,5969782550
149,2023-11-16,72800,600,0.83,72500,73000,72300,15860451,1150000000000.0,435000000000000.0,5969782550
150,2023-11-15,72200,1400,1.98,71600,72200,71500,20148677,1450000000000.0,431000000000000.0,5969782550
151,2023-11-14,70800,400,0.57,71000,71100,70600,9567984,678000000000.0,423000000000000.0,5969782550
152,2023-11-13,70400,-100,-0.14,71300,71300,70300,9246919,654000000000.0,420000000000000.0,5969782550
153,2023-11-10,70500,200,0.28,70000,70500,69500,9684347,678000000000.0,421000000000000.0,5969782550
154,2023-11-09,70300,400,0.57,69900,70800,69600,12301373,865000000000.0,420000000000000.0,5969782550
155,2023-11-08,69900,-1000,-1.41,71300,71400,69700,12901310,908000000000.0,417000000000000.0,5969782550
156,2023-11-07,70900,0,0.0,70600,70900,70000,17228731,1210000000000.0,423000000000000.0,5969782550
157,2023-11-06,70900,1300,1.87,69800,70900,69300,22228489,1560000000000.0,423000000000000.0,5969782550
158,2023-11-03,69600,-100,-0.14,69700,70200,69500,10322234,720000000000.0,415000000000000.0,5969782550
159,2023-11-02,69700,1100,1.6,70000,70000,69400,16350031,1140000000000.0,416000000000000.0,5969782550
160,2023-11-01,68600,1700,2.54,67500,68900,67300,13775256,939000000000.0,410000000000000.0,5969782550
161,2023-10-31,66900,-400,-0.59,67600,68300,66900,14488892,975000000000.0,399000000000000.0,5969782550
162,2023-10-30,67300,0,0.0,66800,67800,66700,10139270,682000000000.0,402000000000000.0,5969782550
163,2023-10-27,67300,600,0.9,67100,67300,66700,11334726,759000000000.0,402000000000000.0,5969782550
164,2023-10-26,66700,-1300,-1.91,67000,67900,66700,15517624,1040000000000.0,398000000000000.0,5969782550
165,2023-10-25,68000,-500,-0.73,68800,68800,67900,10610703,724000000000.0,406000000000000.0,5969782550
166,2023-10-24,68500,100,0.15,68700,68800,67700,12791710,874000000000.0,409000000000000.0,5969782550
167,2023-10-23,68400,-400,-0.58,68700,69100,68200,11625959,796000000000.0,408000000000000.0,5969782550
168,2023-10-20,68800,-700,-1.01,68900,69200,68100,15204495,1050000000000.0,411000000000000.0,5969782550
169,2023-10-19,69500,-1000,-1.42,69700,70000,69400,13985012,973000000000.0,415000000000000.0,5969782550
170,2023-10-18,70500,1100,1.59,68900,70500,68800,16493184,1150000000000.0,421000000000000.0,5969782550
171,2023-10-17,69400,2100,3.12,67700,69900,67400,17299253,1190000000000.0,414000000000000.0,5969782550
172,2023-10-16,67300,-700,-1.03,67900,68500,66800,12599299,849000000000.0,402000000000000.0,5969782550
173,2023-10-13,68000,-900,-1.31,68000,68500,67700,9724086,661000000000.0,406000000000000.0,5969782550
174,2023-10-12,68900,700,1.03,68600,69700,68200,19311380,1330000000000.0,411000000000000.0,5969782550
175,2023-10-11,68200,1800,2.71,68600,69400,67900,25209349,1730000000000.0,407000000000000.0,5969782550
176,2023-10-10,66400,400,0.61,66200,67600,66200,19889202,1330000000000.0,396000000000000.0,5969782550
177,2023-10-06,66000,-700,-1.05,67100,67300,66000,14386527,956000000000.0,394000000000000.0,5969782550
178,2023-10-05,66700,-800,-1.19,67300,67400,66700,16108313,1080000000000.0,398000000000000.0,5969782550
179,2023-10-04,67500,-900,-1.32,67400,67700,66700,23361149,1570000000000.0,403000000000000.0,5969782550
180,2023-09-27,68400,-200,-0.29,68600,69100,68200,14886491,1020000000000.0,408000000000000.0,5969782550
181,2023-09-26,68600,-800,-1.15,70000,70000,68400,13143470,904000000000.0,410000000000000.0,5969782550
182,2023-09-25,69400,600,0.87,68500,69700,68500,13582516,941000000000.0,414000000000000.0,5969782550
183,2023-09-22,68800,-100,-0.15,68300,68900,68300,9897840,679000000000.0,411000000000000.0,5969782550
184,2023-09-21,68900,-700,-1.01,69200,69800,68800,10796336,747000000000.0,411000000000000.0,5969782550
185,2023-09-20,69600,-200,-0.29,70000,70300,69500,10873015,758000000000.0,415000000000000.0,5969782550
186,2023-09-19,69800,-400,-0.57,70400,70800,69600,11820188,828000000000.0,417000000000000.0,5969782550
187,2023-09-18,70200,-1800,-2.5,71300,71700,70200,16040727,1130000000000.0,419000000000000.0,5969782550
188,2023-09-15,72000,300,0.42,71700,72300,71400,17823512,1280000000000.0,430000000000000.0,5969782550
189,2023-09-14,71700,800,1.13,71200,71800,70800,21041407,1500000000000.0,428000000000000.0,5969782550
190,2023-09-13,70900,400,0.57,71100,71600,70300,15955797,1130000000000.0,423000000000000.0,5969782550
191,2023-09-12,70500,-300,-0.42,70800,71000,70400,11688599,825000000000.0,421000000000000.0,5969782550
192,2023-09-11,70800,500,0.71,70400,70800,70000,11785462,830000000000.0,423000000000000.0,5969782550
193,2023-09-08,70300,-100,-0.14,70200,70300,69600,10688118,748000000000.0,420000000000000.0,5969782550
194,2023-09-07,70400,400,0.57,70000,70600,69600,13741241,964000000000.0,420000000000000.0,5969782550
195,2023-09-06,70000,-700,-0.99,70700,70800,69700,11414620,800000000000.0,418000000000000.0,5969782550
196,2023-09-05,70700,-500,-0.7,70900,71500,70200,12330239,871000000000.0,422000000000000.0,5969782550
197,2023-09-04,71200,200,0.28,72900,72900,70700,26286495,1880000000000.0,425000000000000.0,5969782550
198,2023-09-01,71000,4100,6.13,66800,71000,66700,29738235,2060000000000.0,424000000000000.0,5969782550
199,2023-08-31,66900,-200,-0.3,67100,67200,66400,15964630,1070000000000.0,399000000000000.0,5969782550
200,2023-08-30,67100,300,0.45,67300,67700,67100,9181223,619000000000.0,401000000000000.0,5969782550
201,2023-08-29,66800,0,0.0,66900,67200,66600,9114352,609000000000.0,399000000000000.0,5969782550
202,2023-08-28,66800,-300,-0.45,66800,67000,66500,5824628,389000000000.0,399000000000000.0,5969782550
203,2023-08-25,67100,-1100,-1.61,67100,67400,66900,7032462,472000000000.0,401000000000000.0,5969782550
204,2023-08-24,68200,1100,1.64,68300,68700,67900,15044463,1030000000000.0,407000000000000.0,5969782550
205,2023-08-23,67100,500,0.75,66700,67100,66400,9549352,638000000000.0,401000000000000.0,5969782550
206,2023-08-22,66600,0,0.0,67200,67700,66300,10500242,702000000000.0,398000000000000.0,5969782550
207,2023-08-21,66600,300,0.45,66600,67100,66300,9720067,647000000000.0,398000000000000.0,5969782550
208,2023-08-18,66300,-400,-0.6,66000,66700,65800,11745006,779000000000.0,396000000000000.0,5969782550
209,2023-08-17,66700,-300,-0.45,66300,66800,66000,10778652,716000000000.0,398000000000000.0,5969782550
210,2023-08-16,67000,-300,-0.45,66700,67100,66300,13174578,879000000000.0,400000000000000.0,5969782550
211,2023-08-14,67300,-200,-0.3,67500,67900,66900,9352343,629000000000.0,402000000000000.0,5969782550
212,2023-08-11,67500,-500,-0.74,68400,68800,67500,9781038,664000000000.0,403000000000000.0,5969782550
213,2023-08-10,68000,-900,-1.31,68300,68500,67800,10227311,695000000000.0,406000000000000.0,5969782550
214,2023-08-09,68900,1300,1.92,68000,69600,67900,17259673,1190000000000.0,411000000000000.0,5969782550
215,2023-08-08,67600,-900,-1.31,69000,69100,67400,14664709,996000000000.0,404000000000000.0,5969782550
216,2023-08-07,68500,200,0.29,67700,69200,67600,10968505,753000000000.0,409000000000000.0,5969782550
217,2023-08-04,68300,-500,-0.73,68800,69100,68200,12360193,847000000000.0,408000000000000.0,5969782550
218,2023-08-03,68800,-1100,-1.57,69900,70200,68500,20087090,1390000000000.0,411000000000000.0,5969782550
219,2023-08-02,69900,-1200,-1.69,70700,71000,69800,13835020,973000000000.0,417000000000000.0,5969782550
220,2023-08-01,71100,1300,1.86,70100,71200,70000,12299254,870000000000.0,424000000000000.0,5969782550
221,2023-07-31,69800,-800,-1.13,70900,71000,69800,13035420,915000000000.0,417000000000000.0,5969782550
222,2023-07-28,70600,-1100,-1.53,71800,72400,70100,19420683,1370000000000.0,421000000000000.0,5969782550
223,2023-07-27,71700,1900,2.72,69900,71700,69300,24261179,1720000000000.0,428000000000000.0,5969782550
224,2023-07-26,69800,-200,-0.29,69800,70600,68100,30016221,2070000000000.0,417000000000000.0,5969782550
225,2023-07-25,70000,-400,-0.57,70000,70500,69800,14314945,1000000000000.0,418000000000000.0,5969782550
226,2023-07-24,70400,100,0.14,70100,70900,69900,13418597,945000000000.0,420000000000000.0,5969782550
227,2023-07-21,70300,-700,-0.99,70400,70400,69400,16528926,1160000000000.0,420000000000000.0,5969782550
228,2023-07-20,71000,-700,-0.98,71100,71500,70800,9732730,692000000000.0,424000000000000.0,5969782550
229,2023-07-19,71700,-300,-0.42,72700,72800,71300,10896412,782000000000.0,428000000000000.0,5969782550
230,2023-07-18,72000,-1300,-1.77,73200,73500,72000,11697900,848000000000.0,430000000000000.0,5969782550
231,2023-07-17,73300,-100,-0.14,73200,73500,72800,10060049,737000000000.0,438000000000000.0,5969782550
232,2023-07-14,73400,1500,2.09,72500,73400,72400,15882519,1160000000000.0,438000000000000.0,5969782550
233,2023-07-13,71900,0,0.0,72400,72600,71900,14417279,1040000000000.0,429000000000000.0,5969782550
234,2023-07-12,71900,400,0.56,71200,72000,71100,10375581,743000000000.0,429000000000000.0,5969782550
235,2023-07-11,71500,2000,2.88,70200,71500,70100,12177392,864000000000.0,427000000000000.0,5969782550
236,2023-07-10,69500,-400,-0.57,70000,70400,69200,11713926,817000000000.0,415000000000000.0,5969782550
237,2023-07-07,69900,-1700,-2.37,71100,71400,69800,17308877,1220000000000.0,417000000000000.0,5969782550
238,2023-07-06,71600,-400,-0.56,71900,72400,71500,14777667,1060000000000.0,427000000000000.0,5969782550
239,2023-07-05,72000,-1000,-1.37,73000,73300,71900,12310610,890000000000.0,430000000000000.0,5969782550
240,2023-07-04,73000,0,0.0,73400,73600,72900,10214350,748000000000.0,436000000000000.0,5969782550
241,2023-07-03,73000,800,1.11,72700,73200,72600,10722181,782000000000.0,436000000000000.0,5969782550
242,2023-06-30,72200,-200,-0.28,72500,72700,71700,11694765,844000000000.0,431000000000000.0,5969782550
243,2023-06-29,72400,-300,-0.41,73100,73400,72400,12229967,892000000000.0,432000000000000.0,5969782550
244,2023-06-28,72700,100,0.14,72600,72700,72000,8783093,636000000000.0,434000000000000.0,5969782550
245,2023-06-27,72600,200,0.28,72500,72600,72000,9442997,684000000000.0,433000000000000.0,5969782550
246,2023-06-26,72400,800,1.12,71700,72500,71500,10541901,762000000000.0,432000000000000.0,5969782550
247,2023-06-23,71600,300,0.42,72000,72200,71600,12329484,886000000000.0,427000000000000.0,5969782550
248,2023-06-22,71300,800,1.13,70200,71500,70100,11411007,811000000000.0,426000000000000.0,5969782550
249,2023-06-21,70500,-900,-1.26,70700,71200,70400,10626603,752000000000.0,421000000000000.0,5969782550
250,2023-06-20,71400,200,0.28,70700,71400,70400,11557883,821000000000.0,426000000000000.0,5969782550
251,2023-06-19,71200,-600,-0.84,71300,71700,70900,11100887,789000000000.0,425000000000000.0,5969782550
252,2023-06-16,71800,300,0.42,71800,71900,70900,15373696,1100000000000.0,429000000000000.0,5969782550
253,2023-06-15,71500,-400,-0.56,72100,72300,71300,13614994,978000000000.0,427000000000000.0,5969782550
254,2023-06-14,71900,-100,-0.14,72100,72200,71100,12541046,898000000000.0,429000000000000.0,5969782550
255,2023-06-13,72000,1000,1.41,71700,72200,71600,13227285,951000000000.0,430000000000000.0,5969782550
256,2023-06-12,71000,-1000,-1.39,72100,72400,70800,12064287,862000000000.0,424000000000000.0,5969782550
257,2023-06-09,72000,1100,1.55,71100,72300,70800,15050209,1080000000000.0,430000000000000.0,5969782550
258,2023-06-08,70900,-100,-0.14,70400,70900,70000,19165568,1350000000000.0,423000000000000.0,5969782550
259,2023-06-07,71000,-700,-0.98,71300,71600,70800,14796613,1050000000000.0,424000000000000.0,5969782550
260,2023-06-05,71700,-500,-0.69,72700,72700,71400,12686829,911000000000.0,428000000000000.0,5969782550
261,2023-06-02,72200,1300,1.83,71700,72200,71600,12161798,875000000000.0,431000000000000.0,5969782550
262,2023-06-01,70900,-500,-0.7,70900,71600,70600,14669296,1040000000000.0,423000000000000.0,5969782550
