,일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
2984,2012-05-11,26060,-480,-1.81,26300,26460,26060,273746,358000000000.0,192000000000000.0,147299337
2985,2012-05-10,26540,-80,-0.3,26580,26720,26440,263434,350000000000.0,195000000000000.0,147299337
2986,2012-05-09,26620,-200,-0.75,26700,26960,26480,253520,338000000000.0,196000000000000.0,147299337
2987,2012-05-08,26820,-20,-0.07,26960,27040,26780,241223,324000000000.0,198000000000000.0,147299337
2988,2012-05-07,26840,-360,-1.32,26840,27060,26500,378463,505000000000.0,198000000000000.0,147299337
2989,2012-05-04,27200,-820,-2.93,27500,27960,26980,410013,560000000000.0,200000000000000.0,147299337
2990,2012-05-03,28020,-180,-0.64,28040,28200,27960,206721,290000000000.0,206000000000000.0,147299337
2991,2012-05-02,28200,400,1.44,28200,28360,27980,368585,519000000000.0,208000000000000.0,147299337
2992,2012-04-30,27800,320,1.16,27900,28180,27540,315924,441000000000.0,205000000000000.0,147299337
2993,2012-04-27,27480,680,2.54,27100,27660,27020,318334,436000000000.0,202000000000000.0,147299337
2994,2012-04-26,26800,700,2.68,26400,26800,26340,330125,440000000000.0,197000000000000.0,147299337
2995,2012-04-25,26100,440,1.71,26080,26300,25860,276830,361000000000.0,192000000000000.0,147299337
2996,2012-04-24,25660,80,0.31,25300,25720,25240,265092,338000000000.0,189000000000000.0,147299337
2997,2012-04-23,25580,-60,-0.23,25380,25600,25240,168229,214000000000.0,188000000000000.0,147299337
2998,2012-04-20,25640,-500,-1.91,25880,25940,25560,198642,255000000000.0,189000000000000.0,147299337
2999,2012-04-19,26140,280,1.08,25840,26140,25780,263389,342000000000.0,193000000000000.0,147299337
3000,2012-04-18,25860,880,3.52,25540,26040,25380,345320,445000000000.0,190000000000000.0,147299337
3001,2012-04-17,24980,-200,-0.79,25020,25280,24820,291687,365000000000.0,184000000000000.0,147299337
3002,2012-04-16,25180,-180,-0.71,25460,25520,25000,305181,386000000000.0,185000000000000.0,147299337
3003,2012-04-13,25360,-100,-0.39,25300,25540,25200,709175,897000000000.0,187000000000000.0,147299337
3004,2012-04-12,25460,-760,-2.9,25660,25980,25360,505706,645000000000.0,188000000000000.0,147299337
3005,2012-04-10,26220,-120,-0.46,26280,26400,26140,223655,294000000000.0,193000000000000.0,147299337
3006,2012-04-09,26340,-300,-1.13,26400,26600,26120,172210,226000000000.0,194000000000000.0,147299337
3007,2012-04-06,26640,40,0.15,26540,26680,26260,205972,273000000000.0,196000000000000.0,147299337
3008,2012-04-05,26600,200,0.76,26040,26700,25940,258692,340000000000.0,196000000000000.0,147299337
3009,2012-04-04,26400,-300,-1.12,26620,27020,26300,292224,390000000000.0,194000000000000.0,147299337
3010,2012-04-03,26700,720,2.77,26400,26780,26040,330512,437000000000.0,197000000000000.0,147299337
3011,2012-04-02,25980,480,1.88,25500,25980,25220,251937,323000000000.0,191000000000000.0,147299337
3012,2012-03-30,25500,-100,-0.39,25400,25600,25140,305967,388000000000.0,188000000000000.0,147299337
3013,2012-03-29,25600,-440,-1.69,25980,25980,25600,233777,301000000000.0,189000000000000.0,147299337
3014,2012-03-28,26040,-180,-0.69,26000,26160,25900,198516,258000000000.0,192000000000000.0,147299337
3015,2012-03-27,26220,720,2.82,25700,26220,25520,283880,368000000000.0,193000000000000.0,147299337
3016,2012-03-26,25500,280,1.11,25360,25500,25220,184819,235000000000.0,188000000000000.0,147299337
3017,2012-03-23,25220,60,0.24,24860,25480,24860,217307,274000000000.0,186000000000000.0,147299337
3018,2012-03-22,25160,320,1.29,24700,25260,24700,253830,318000000000.0,185000000000000.0,147299337
3019,2012-03-21,24840,-500,-1.97,25200,25200,24840,258654,323000000000.0,183000000000000.0,147299337
3020,2012-03-20,25340,140,0.56,25340,25540,25200,238807,303000000000.0,187000000000000.0,147299337
3021,2012-03-19,25200,440,1.78,24700,25360,24680,237833,298000000000.0,186000000000000.0,147299337
3022,2012-03-16,24760,-240,-0.96,25200,25340,24760,361632,452000000000.0,182000000000000.0,147299337
3023,2012-03-15,25000,0,0.0,25020,25200,24840,281014,352000000000.0,184000000000000.0,147299337
3024,2012-03-14,25000,580,2.38,24600,25100,24600,367328,458000000000.0,184000000000000.0,147299337
3025,2012-03-13,24420,220,0.91,24000,24580,24000,239728,293000000000.0,180000000000000.0,147299337
3026,2012-03-12,24200,-400,-1.63,24480,24520,24200,236760,288000000000.0,178000000000000.0,147299337
3027,2012-03-09,24600,1000,4.24,23820,24620,23760,365212,442000000000.0,181000000000000.0,147299337
3028,2012-03-08,23600,160,0.68,23600,23720,23300,406211,478000000000.0,174000000000000.0,147299337
3029,2012-03-07,23440,-160,-0.68,23500,23660,23300,230554,271000000000.0,173000000000000.0,147299337
3030,2012-03-06,23600,120,0.51,23580,23860,23340,211532,249000000000.0,174000000000000.0,147299337
3031,2012-03-05,23480,-160,-0.68,23800,23820,23320,223655,262000000000.0,173000000000000.0,147299337
3032,2012-03-02,23640,-480,-1.99,24300,24340,23580,360682,431000000000.0,174000000000000.0,147299337
3033,2012-02-29,24120,420,1.77,23820,24180,23820,345618,415000000000.0,178000000000000.0,147299337
3034,2012-02-28,23700,280,1.2,23920,24000,23620,333027,397000000000.0,175000000000000.0,147299337
3035,2012-02-27,23420,-180,-0.76,23480,23600,23180,168265,197000000000.0,172000000000000.0,147299337
3036,2012-02-24,23600,400,1.72,23060,23720,23060,284960,335000000000.0,174000000000000.0,147299337
3037,2012-02-23,23200,-740,-3.09,23460,23580,23020,465609,540000000000.0,171000000000000.0,147299337
3038,2012-02-22,23940,340,1.44,23640,24000,23440,235724,281000000000.0,176000000000000.0,147299337
3039,2012-02-21,23600,100,0.43,23500,23960,23300,216328,255000000000.0,174000000000000.0,147299337
3040,2012-02-20,23500,-20,-0.09,23560,23880,23320,296550,337000000000.0,173000000000000.0,147299337
3041,2012-02-17,23520,820,3.61,23180,23600,23120,346676,406000000000.0,173000000000000.0,147299337
3042,2012-02-16,22700,0,0.0,22600,22800,22420,308603,349000000000.0,167000000000000.0,147299337
3043,2012-02-15,22700,1100,5.09,21960,22760,21840,570588,642000000000.0,167000000000000.0,147299337
3044,2012-02-14,21600,-60,-0.28,21680,21780,21480,246511,267000000000.0,159000000000000.0,147299337
3045,2012-02-13,21660,420,1.98,21380,21780,21340,320760,346000000000.0,160000000000000.0,147299337
3046,2012-02-10,21240,-440,-2.03,21680,21680,21220,372318,397000000000.0,156000000000000.0,147299337
3047,2012-02-09,21680,-160,-0.73,21740,21800,21200,480585,514000000000.0,160000000000000.0,147299337
3048,2012-02-08,21840,-20,-0.09,21980,22000,21680,236880,258000000000.0,161000000000000.0,147299337
3049,2012-02-07,21860,380,1.77,21540,21920,21460,238611,259000000000.0,161000000000000.0,147299337
3050,2012-02-06,21480,160,0.75,21680,21820,21320,317585,342000000000.0,158000000000000.0,147299337
3051,2012-02-03,21320,-280,-1.3,21420,21680,21120,357253,380000000000.0,157000000000000.0,147299337
3052,2012-02-02,21600,20,0.09,21720,22080,21360,448986,485000000000.0,159000000000000.0,147299337
3053,2012-02-01,21580,-560,-2.53,22140,22140,21560,458731,500000000000.0,159000000000000.0,147299337
3054,2012-01-31,22140,-160,-0.72,22100,22400,21780,434959,481000000000.0,163000000000000.0,147299337
3055,2012-01-30,22300,-200,-0.89,22580,22600,22180,327408,367000000000.0,164000000000000.0,147299337
3056,2012-01-27,22500,240,1.08,22400,22500,22220,255060,285000000000.0,166000000000000.0,147299337
3057,2012-01-26,22260,-20,-0.09,22320,22420,21880,353212,393000000000.0,164000000000000.0,147299337
3058,2012-01-25,22280,180,0.81,21840,22500,21840,455736,508000000000.0,164000000000000.0,147299337
3059,2012-01-20,22100,660,3.08,21800,22100,21520,512607,562000000000.0,163000000000000.0,147299337
3060,2012-01-19,21440,840,4.08,20760,21440,20740,448056,474000000000.0,158000000000000.0,147299337
3061,2012-01-18,20600,-120,-0.58,21020,21040,20440,307608,317000000000.0,152000000000000.0,147299337
3062,2012-01-17,20720,120,0.58,20820,20960,20480,342322,355000000000.0,153000000000000.0,147299337
3063,2012-01-16,20600,-320,-1.53,20800,20800,20400,232948,239000000000.0,152000000000000.0,147299337
3064,2012-01-13,20920,360,1.75,20560,21000,20520,293017,305000000000.0,154000000000000.0,147299337
3065,2012-01-12,20560,140,0.69,20320,20580,20220,371462,379000000000.0,151000000000000.0,147299337
3066,2012-01-11,20420,-100,-0.49,20340,20480,20280,382904,390000000000.0,150000000000000.0,147299337
3067,2012-01-10,20520,200,0.98,20420,20720,20420,409381,421000000000.0,151000000000000.0,147299337
3068,2012-01-09,20320,-480,-2.31,20800,20820,20300,387166,395000000000.0,150000000000000.0,147299337
3069,2012-01-06,20800,-300,-1.42,21120,21320,20600,376753,392000000000.0,153000000000000.0,147299337
3070,2012-01-05,21100,-500,-2.31,21460,21580,21100,346691,368000000000.0,155000000000000.0,147299337
3071,2012-01-04,21600,-500,-2.26,22100,22200,21500,342389,372000000000.0,159000000000000.0,147299337
3072,2012-01-03,22100,500,2.31,21860,22100,21840,339046,373000000000.0,163000000000000.0,147299337
3073,2012-01-02,21600,440,2.08,21400,21600,21300,263300,283000000000.0,159000000000000.0,147299337
3074,2011-12-29,21160,-60,-0.28,21240,21540,21140,218898,233000000000.0,156000000000000.0,147299337
3075,2011-12-28,21220,-240,-1.12,21460,21460,21200,220925,236000000000.0,156000000000000.0,147299337
3076,2011-12-27,21460,140,0.66,21360,21600,21060,226189,243000000000.0,158000000000000.0,147299337
3077,2011-12-26,21320,-40,-0.19,21340,21500,21320,124469,133000000000.0,157000000000000.0,147299337
3078,2011-12-23,21360,320,1.52,21120,21480,21120,246478,263000000000.0,157000000000000.0,147299337
3079,2011-12-22,21040,-100,-0.47,20900,21060,20820,213171,224000000000.0,155000000000000.0,147299337
3080,2011-12-21,21140,900,4.45,20700,21140,20620,408316,426000000000.0,156000000000000.0,147299337
3081,2011-12-20,20240,100,0.5,20160,20580,20140,275516,280000000000.0,149000000000000.0,147299337
3082,2011-12-19,20140,-760,-3.64,20900,20900,19680,410694,416000000000.0,148000000000000.0,147299337
3083,2011-12-16,20900,600,2.96,20420,20900,20400,245774,254000000000.0,154000000000000.0,147299337
3084,2011-12-15,20300,-500,-2.4,20580,20720,20300,339605,348000000000.0,150000000000000.0,147299337
3085,2011-12-14,20800,-200,-0.95,20680,20900,20500,421590,437000000000.0,153000000000000.0,147299337
3086,2011-12-13,21000,-680,-3.14,21480,21500,21000,265044,282000000000.0,155000000000000.0,147299337
3087,2011-12-12,21680,620,2.94,21260,21680,21200,243479,262000000000.0,160000000000000.0,147299337
3088,2011-12-09,21060,-220,-1.03,20980,21480,20740,276388,292000000000.0,155000000000000.0,147299337
3089,2011-12-08,21280,160,0.76,21140,21660,20920,521081,555000000000.0,157000000000000.0,147299337
3090,2011-12-07,21120,240,1.15,21000,21360,20820,395486,418000000000.0,156000000000000.0,147299337
3091,2011-12-06,20880,-440,-2.06,21140,21400,20820,292758,308000000000.0,154000000000000.0,147299337
3092,2011-12-05,21320,320,1.52,21380,21460,21160,297501,317000000000.0,157000000000000.0,147299337
3093,2011-12-02,21000,-480,-2.23,21220,21420,20800,439388,466000000000.0,155000000000000.0,147299337
3094,2011-12-01,21480,1400,6.97,20700,21600,20580,694628,735000000000.0,158000000000000.0,147299337
3095,2011-11-30,20080,-20,-0.1,20000,20200,19920,394423,396000000000.0,148000000000000.0,147299337
3096,2011-11-29,20100,540,2.76,19800,20100,19720,552503,552000000000.0,148000000000000.0,147299337
3097,2011-11-28,19560,620,3.27,19180,19640,19160,315940,309000000000.0,144000000000000.0,147299337
3098,2011-11-25,18940,80,0.42,18580,19060,18580,233962,221000000000.0,139000000000000.0,147299337
3099,2011-11-24,18860,160,0.86,18440,19060,18420,273680,257000000000.0,139000000000000.0,147299337
3100,2011-11-23,18700,-560,-2.91,18960,19200,18700,307043,289000000000.0,138000000000000.0,147299337
3101,2011-11-22,19260,260,1.37,19000,19420,18860,241829,232000000000.0,142000000000000.0,147299337
3102,2011-11-21,19000,-260,-1.35,19020,19200,18840,256942,243000000000.0,140000000000000.0,147299337
3103,2011-11-18,19260,-340,-1.73,19420,19540,19240,326670,316000000000.0,142000000000000.0,147299337
3104,2011-11-17,19600,100,0.51,19640,19840,19220,259445,253000000000.0,144000000000000.0,147299337
3105,2011-11-16,19500,-420,-2.11,19900,20060,19460,339267,335000000000.0,144000000000000.0,147299337
3106,2011-11-15,19920,0,0.0,19720,20000,19600,234838,233000000000.0,147000000000000.0,147299337
3107,2011-11-14,19920,260,1.32,19760,20040,19740,282989,282000000000.0,147000000000000.0,147299337
3108,2011-11-11,19660,960,5.13,18900,19680,18600,486576,468000000000.0,145000000000000.0,147299337
3109,2011-11-10,18700,-1000,-5.08,19340,19460,18700,624218,594000000000.0,138000000000000.0,147299337
3110,2011-11-09,19700,300,1.55,19400,19760,19320,386372,379000000000.0,145000000000000.0,147299337
3111,2011-11-08,19400,-460,-2.32,19720,19800,19300,341584,334000000000.0,143000000000000.0,147299337
3112,2011-11-07,19860,-240,-1.19,19920,20000,19720,280586,279000000000.0,146000000000000.0,147299337
3113,2011-11-04,20100,760,3.93,19660,20100,19640,535139,534000000000.0,148000000000000.0,147299337
3114,2011-11-03,19340,-80,-0.41,19240,19420,19160,328782,317000000000.0,142000000000000.0,147299337
3115,2011-11-02,19420,-380,-1.92,19400,19560,19320,569636,554000000000.0,143000000000000.0,147299337
3116,2011-11-01,19800,440,2.27,19360,19980,19240,620094,614000000000.0,146000000000000.0,147299337
3117,2011-10-31,19360,460,2.43,18820,19400,18660,476217,459000000000.0,143000000000000.0,147299337
3118,2011-10-28,18900,420,2.27,18560,18920,18540,537992,504000000000.0,139000000000000.0,147299337
3119,2011-10-27,18480,-200,-1.07,18580,18780,18380,349475,324000000000.0,136000000000000.0,147299337
3120,2011-10-26,18680,-220,-1.16,18660,18920,18540,250360,232000000000.0,138000000000000.0,147299337
3121,2011-10-25,18900,80,0.43,18720,19020,18700,365737,345000000000.0,139000000000000.0,147299337
3122,2011-10-24,18820,480,2.62,18260,18860,18220,376214,351000000000.0,139000000000000.0,147299337
3123,2011-10-21,18340,200,1.1,18400,18500,18140,466429,429000000000.0,135000000000000.0,147299337
3124,2011-10-20,18140,420,2.37,17720,18400,17660,569192,519000000000.0,134000000000000.0,147299337
3125,2011-10-19,17720,60,0.34,17700,17720,17400,214254,188000000000.0,131000000000000.0,147299337
3126,2011-10-18,17660,-140,-0.79,17500,17860,17420,277012,244000000000.0,130000000000000.0,147299337
3127,2011-10-17,17800,80,0.45,17800,17900,17620,213700,190000000000.0,131000000000000.0,147299337
3128,2011-10-14,17720,-80,-0.45,17420,17880,17420,217319,192000000000.0,131000000000000.0,147299337
3129,2011-10-13,17800,-160,-0.89,17960,17980,17620,325563,290000000000.0,131000000000000.0,147299337
3130,2011-10-12,17960,340,1.93,17440,17980,17400,432600,380000000000.0,132000000000000.0,147299337
3131,2011-10-11,17620,140,0.8,17700,17700,17380,459031,403000000000.0,130000000000000.0,147299337
3132,2011-10-10,17480,280,1.63,17560,17700,17440,345316,304000000000.0,129000000000000.0,147299337
3133,2011-10-07,17200,100,0.58,17300,17620,17000,530423,460000000000.0,127000000000000.0,147299337
3134,2011-10-06,17100,260,1.54,17480,17580,16840,600160,523000000000.0,126000000000000.0,147299337
3135,2011-10-05,16840,280,1.69,16480,17000,16340,644036,540000000000.0,124000000000000.0,147299337
3136,2011-10-04,16560,-240,-1.43,16100,16640,15920,658616,536000000000.0,122000000000000.0,147299337
3137,2011-09-30,16800,60,0.36,16600,16800,16220,516023,427000000000.0,124000000000000.0,147299337
3138,2011-09-29,16740,600,3.72,16080,16960,16080,553981,459000000000.0,123000000000000.0,147299337
3139,2011-09-28,16140,60,0.37,16480,16500,15820,486551,396000000000.0,119000000000000.0,147299337
3140,2011-09-27,16080,580,3.74,16100,16100,15820,331600,265000000000.0,118000000000000.0,147299337
3141,2011-09-26,15500,340,2.24,15200,15740,15180,480907,373000000000.0,114000000000000.0,147299337
3142,2011-09-23,15160,-640,-4.05,15280,15600,15020,437123,335000000000.0,112000000000000.0,147299337
3143,2011-09-22,15800,-460,-2.83,15920,16000,15560,307008,242000000000.0,116000000000000.0,147299337
3144,2011-09-21,16260,40,0.25,16380,16560,16020,341563,280000000000.0,120000000000000.0,147299337
3145,2011-09-20,16220,60,0.37,16220,16360,15920,281014,228000000000.0,119000000000000.0,147299337
3146,2011-09-19,16160,200,1.25,16000,16280,15760,246920,199000000000.0,119000000000000.0,147299337
3147,2011-09-16,15960,540,3.5,15880,16220,15840,476632,382000000000.0,118000000000000.0,147299337
3148,2011-09-15,15420,360,2.39,15680,15680,15300,426593,330000000000.0,114000000000000.0,147299337
3149,2011-09-14,15060,-540,-3.46,15600,15620,14820,551101,418000000000.0,111000000000000.0,147299337
3150,2011-09-09,15600,-360,-2.26,15700,16240,15540,361802,287000000000.0,115000000000000.0,147299337
3151,2011-09-08,15960,500,3.23,15600,16040,15560,574914,455000000000.0,118000000000000.0,147299337
3152,2011-09-07,15460,920,6.33,14660,15560,14660,351504,268000000000.0,114000000000000.0,147299337
3153,2011-09-06,14540,-80,-0.55,14520,14720,14200,264505,192000000000.0,107000000000000.0,147299337
3154,2011-09-05,14620,-760,-4.94,15100,15120,14600,277488,206000000000.0,108000000000000.0,147299337
3155,2011-09-02,15380,-40,-0.26,15300,15620,15260,258682,199000000000.0,113000000000000.0,147299337
3156,2011-09-01,15420,540,3.63,15180,15760,14880,717411,554000000000.0,114000000000000.0,147299337
3157,2011-08-31,14880,40,0.27,14940,14940,14620,290229,215000000000.0,110000000000000.0,147299337
3158,2011-08-30,14840,180,1.23,14820,14960,14720,252964,188000000000.0,109000000000000.0,147299337
3159,2011-08-29,14660,140,0.96,14840,14840,14480,260440,191000000000.0,108000000000000.0,147299337
3160,2011-08-26,14520,20,0.14,14340,14680,14340,212815,155000000000.0,107000000000000.0,147299337
3161,2011-08-25,14500,340,2.4,14740,14760,14420,381135,279000000000.0,107000000000000.0,147299337
3162,2011-08-24,14160,-300,-2.07,14480,14700,14000,370403,264000000000.0,104000000000000.0,147299337
3163,2011-08-23,14460,640,4.63,14000,14700,13980,492913,355000000000.0,106000000000000.0,147299337
3164,2011-08-22,13820,220,1.62,13680,14040,13660,418952,291000000000.0,102000000000000.0,147299337
3165,2011-08-19,13600,-580,-4.09,13760,13940,13440,580713,396000000000.0,100000000000000.0,147299337
3166,2011-08-18,14180,-860,-5.72,14960,14980,14060,708503,508000000000.0,104000000000000.0,147299337
3167,2011-08-17,15040,40,0.27,15020,15200,14820,293405,220000000000.0,111000000000000.0,147299337
3168,2011-08-16,15000,860,6.08,14700,15000,14520,601622,443000000000.0,110000000000000.0,147299337
3169,2011-08-12,14140,-20,-0.14,14420,14440,14000,677828,480000000000.0,104000000000000.0,147299337
3170,2011-08-11,14160,-240,-1.67,13760,14500,13760,794832,560000000000.0,104000000000000.0,147299337
3171,2011-08-10,14400,-80,-0.55,15200,15200,14400,986557,722000000000.0,106000000000000.0,147299337
3172,2011-08-09,14480,-720,-4.74,15000,15060,13920,990040,715000000000.0,107000000000000.0,147299337
3173,2011-08-08,15200,-580,-3.68,15400,15780,15200,607518,469000000000.0,112000000000000.0,147299337
3174,2011-08-05,15780,-640,-3.9,15840,16100,15780,609081,484000000000.0,116000000000000.0,147299337
3175,2011-08-04,16420,-240,-1.44,16780,16780,16300,346496,285000000000.0,121000000000000.0,147299337
3176,2011-08-03,16660,-380,-2.23,16800,16880,16480,408465,340000000000.0,123000000000000.0,147299337
3177,2011-08-02,17040,-360,-2.07,17060,17180,17000,269816,230000000000.0,125000000000000.0,147299337
3178,2011-08-01,17400,520,3.08,17100,17500,17100,389024,338000000000.0,128000000000000.0,147299337
3179,2011-07-29,16880,140,0.84,16920,17040,16740,302016,255000000000.0,124000000000000.0,147299337
3180,2011-07-28,16740,-160,-0.95,16560,16800,16520,272890,227000000000.0,123000000000000.0,147299337
3181,2011-07-27,16900,-100,-0.59,16960,16960,16720,201993,170000000000.0,124000000000000.0,147299337
3182,2011-07-26,17000,60,0.35,16860,17020,16800,225408,191000000000.0,125000000000000.0,147299337
3183,2011-07-25,16940,-60,-0.35,17000,17000,16680,190025,160000000000.0,125000000000000.0,147299337
3184,2011-07-22,17000,160,0.95,17000,17120,16840,244517,208000000000.0,125000000000000.0,147299337
3185,2011-07-21,16840,-180,-1.06,16920,17020,16640,206937,174000000000.0,124000000000000.0,147299337
3186,2011-07-20,17020,580,3.53,16800,17080,16780,421882,358000000000.0,125000000000000.0,147299337
3187,2011-07-19,16440,180,1.11,16120,16540,16120,291167,238000000000.0,121000000000000.0,147299337
3188,2011-07-18,16260,-380,-2.28,16560,16600,16220,364738,297000000000.0,120000000000000.0,147299337
3189,2011-07-15,16640,20,0.12,16600,16800,16420,273509,227000000000.0,123000000000000.0,147299337
3190,2011-07-14,16620,-240,-1.42,16700,16700,16460,407918,338000000000.0,122000000000000.0,147299337
3191,2011-07-13,16860,-140,-0.82,16960,17100,16720,329357,278000000000.0,124000000000000.0,147299337
3192,2011-07-12,17000,-300,-1.73,17200,17220,16920,248144,211000000000.0,125000000000000.0,147299337
3193,2011-07-11,17300,-400,-2.26,17600,17600,17240,320019,277000000000.0,127000000000000.0,147299337
3194,2011-07-08,17700,100,0.57,17600,17760,17460,241809,213000000000.0,130000000000000.0,147299337
3195,2011-07-07,17600,-360,-2.0,17960,17960,17580,358557,317000000000.0,130000000000000.0,147299337
3196,2011-07-06,17960,-20,-0.11,17860,17960,17740,224722,201000000000.0,132000000000000.0,147299337
3197,2011-07-05,17980,420,2.39,17600,17980,17560,422262,376000000000.0,132000000000000.0,147299337
3198,2011-07-04,17560,460,2.69,17400,17660,17380,429433,377000000000.0,129000000000000.0,147299337
3199,2011-07-01,17100,580,3.51,16860,17200,16760,442918,377000000000.0,126000000000000.0,147299337
3200,2011-06-30,16520,-140,-0.84,16660,16700,16420,328339,271000000000.0,122000000000000.0,147299337
3201,2011-06-29,16660,20,0.12,16960,16980,16640,207146,174000000000.0,123000000000000.0,147299337
3202,2011-06-28,16640,-60,-0.36,16800,17060,16620,239178,201000000000.0,123000000000000.0,147299337
3203,2011-06-27,16700,-340,-2.0,16940,16940,16560,304257,254000000000.0,123000000000000.0,147299337
3204,2011-06-24,17040,420,2.53,16420,17080,16420,469223,399000000000.0,125000000000000.0,147299337
3205,2011-06-23,16620,100,0.61,16500,16780,16400,277391,230000000000.0,122000000000000.0,147299337
3206,2011-06-22,16520,240,1.47,16480,16660,16440,330821,274000000000.0,122000000000000.0,147299337
3207,2011-06-21,16280,280,1.75,16000,16400,15960,378374,306000000000.0,120000000000000.0,147299337
3208,2011-06-20,16000,-380,-2.32,16260,16280,15900,472386,378000000000.0,118000000000000.0,147299337
3209,2011-06-17,16380,-580,-3.42,17020,17040,16060,723027,592000000000.0,121000000000000.0,147299337
3210,2011-06-16,16960,-340,-1.97,17060,17160,16880,239116,203000000000.0,125000000000000.0,147299337
3211,2011-06-15,17300,40,0.23,17320,17380,17020,265758,228000000000.0,127000000000000.0,147299337
3212,2011-06-14,17260,200,1.17,17020,17460,16960,213419,184000000000.0,127000000000000.0,147299337
3213,2011-06-13,17060,40,0.24,16880,17060,16760,301387,255000000000.0,126000000000000.0,147299337
3214,2011-06-10,17020,-280,-1.62,17400,17480,17020,392575,338000000000.0,125000000000000.0,147299337
3215,2011-06-09,17300,-240,-1.37,17540,17580,17300,434119,377000000000.0,127000000000000.0,147299337
3216,2011-06-08,17540,-200,-1.13,17700,17800,17500,258873,228000000000.0,129000000000000.0,147299337
3217,2011-06-07,17740,40,0.23,17520,17780,17380,303586,267000000000.0,131000000000000.0,147299337
3218,2011-06-03,17700,40,0.23,17800,17800,17540,201472,178000000000.0,130000000000000.0,147299337
3219,2011-06-02,17660,-560,-3.07,17880,17940,17600,331899,294000000000.0,130000000000000.0,147299337
3220,2011-06-01,18220,180,1.0,18040,18240,17900,313832,285000000000.0,134000000000000.0,147299337
3221,2011-05-31,18040,360,2.04,17800,18280,17720,478089,432000000000.0,133000000000000.0,147299337
3222,2011-05-30,17680,-140,-0.79,17900,17900,17520,205979,182000000000.0,130000000000000.0,147299337
3223,2011-05-27,17820,240,1.37,17480,17980,17340,430296,382000000000.0,131000000000000.0,147299337
3224,2011-05-26,17580,460,2.69,17360,17600,17300,279740,244000000000.0,129000000000000.0,147299337
3225,2011-05-25,17120,-180,-1.04,17580,17580,17060,320945,276000000000.0,126000000000000.0,147299337
3226,2011-05-24,17300,-160,-0.92,17440,17680,17300,290181,253000000000.0,127000000000000.0,147299337
3227,2011-05-23,17460,-180,-1.02,17540,17700,17440,282045,247000000000.0,129000000000000.0,147299337
3228,2011-05-20,17640,40,0.23,17700,17740,17600,221517,196000000000.0,130000000000000.0,147299337
3229,2011-05-19,17600,-260,-1.46,17820,17960,17600,387733,343000000000.0,130000000000000.0,147299337
3230,2011-05-18,17860,60,0.34,17860,17980,17720,331824,296000000000.0,132000000000000.0,147299337
3231,2011-05-17,17800,-220,-1.22,17940,17960,17780,231293,206000000000.0,131000000000000.0,147299337
3232,2011-05-16,18020,-300,-1.64,18340,18380,17960,322905,291000000000.0,133000000000000.0,147299337
3233,2011-05-13,18320,620,3.5,17920,18480,17800,669154,611000000000.0,135000000000000.0,147299337
3234,2011-05-12,17700,-140,-0.78,17720,18020,17660,552942,492000000000.0,130000000000000.0,147299337
3235,2011-05-11,17840,20,0.11,17780,17900,17640,447932,398000000000.0,131000000000000.0,147299337
3236,2011-05-09,17820,-160,-0.89,18160,18220,17820,271573,244000000000.0,131000000000000.0,147299337
3237,2011-05-06,17980,-320,-1.75,17980,18280,17900,473222,427000000000.0,132000000000000.0,147299337
3238,2011-05-04,18300,-460,-2.45,18600,18680,18000,515717,474000000000.0,135000000000000.0,147299337
3239,2011-05-03,18760,120,0.64,18720,18800,18440,507510,475000000000.0,138000000000000.0,147299337
3240,2011-05-02,18640,780,4.37,18200,18740,18080,651726,605000000000.0,137000000000000.0,147299337
3241,2011-04-29,17860,-140,-0.78,18020,18160,17600,429874,382000000000.0,132000000000000.0,147299337
3242,2011-04-28,18000,-480,-2.6,18480,18540,17980,416427,379000000000.0,133000000000000.0,147299337
3243,2011-04-27,18480,540,3.01,18340,18540,18220,528108,487000000000.0,136000000000000.0,147299337
3244,2011-04-26,17940,160,0.9,17980,17980,17600,384355,341000000000.0,132000000000000.0,147299337
3245,2011-04-25,17780,-300,-1.66,18020,18220,17780,287621,257000000000.0,131000000000000.0,147299337
3246,2011-04-22,18080,-480,-2.59,18480,18540,18040,377225,342000000000.0,133000000000000.0,147299337
3247,2011-04-21,18560,240,1.31,18600,18740,18360,541665,503000000000.0,137000000000000.0,147299337
3248,2011-04-20,18320,820,4.69,17780,18320,17720,641519,581000000000.0,135000000000000.0,147299337
3249,2011-04-19,17500,160,0.92,17060,17500,17060,462304,399000000000.0,129000000000000.0,147299337
3250,2011-04-18,17340,-420,-2.36,17820,17840,17320,549291,480000000000.0,128000000000000.0,147299337
3251,2011-04-15,17760,-240,-1.33,17960,17980,17640,446008,395000000000.0,131000000000000.0,147299337
3252,2011-04-14,18000,-20,-0.11,18000,18000,17680,505624,451000000000.0,133000000000000.0,147299337
3253,2011-04-13,18020,380,2.15,17740,18020,17600,332860,296000000000.0,133000000000000.0,147299337
3254,2011-04-12,17640,-240,-1.34,17720,17800,17640,316036,280000000000.0,130000000000000.0,147299337
3255,2011-04-11,17880,-80,-0.45,17960,18140,17760,412638,369000000000.0,132000000000000.0,147299337
3256,2011-04-08,17960,-220,-1.21,18220,18280,17900,521299,470000000000.0,132000000000000.0,147299337
