,Date,Stock_Close,Stock_Sum,Stock_Ratio,Stock_Start,Stock_High,Stock_Low,Stock_Vol,Stock_Money,Stock_Market,label
864,2006-08-08,12300.0,180.0,1.49,12100.0,12340.0,12100.0,279143.0,171000000000.0,90600000000000.0,1.0
865,2006-08-09,12320.0,20.0,0.16,12300.0,12460.0,12180.0,302756.0,187000000000.0,90700000000000.0,0.0
866,2006-08-10,12280.0,-40.0,-0.32,12320.0,12400.0,12180.0,349779.0,215000000000.0,90400000000000.0,0.0
867,2006-08-11,12140.0,-140.0,-1.14,12340.0,12440.0,12140.0,331499.0,203000000000.0,89400000000000.0,0.0
868,2006-08-14,12100.0,-40.0,-0.33,12200.0,12220.0,12000.0,344119.0,208000000000.0,89100000000000.0,1.0
869,2006-08-16,12360.0,260.0,2.15,12360.0,12440.0,12280.0,394115.0,244000000000.0,91000000000000.0,1.0
870,2006-08-17,12880.0,520.0,4.21,12600.0,12940.0,12580.0,776523.0,497000000000.0,94900000000000.0,1.0
871,2006-08-18,13160.0,280.0,2.17,13000.0,13300.0,12940.0,754939.0,496000000000.0,96900000000000.0,0.0
872,2006-08-21,13140.0,-20.0,-0.15,13200.0,13360.0,13100.0,367493.0,243000000000.0,96800000000000.0,1.0
873,2006-08-22,13160.0,20.0,0.15,12960.0,13160.0,12960.0,393161.0,257000000000.0,96900000000000.0,0.0
874,2006-08-23,12920.0,-240.0,-1.82,13080.0,13160.0,12880.0,294230.0,191000000000.0,95200000000000.0,0.0
875,2006-08-24,12740.0,-180.0,-1.39,12780.0,12820.0,12620.0,355650.0,226000000000.0,93800000000000.0,1.0
876,2006-08-25,12920.0,180.0,1.41,12840.0,13020.0,12780.0,320356.0,207000000000.0,95200000000000.0,0.0
877,2006-08-28,12860.0,-60.0,-0.46,13000.0,13040.0,12860.0,214444.0,139000000000.0,94700000000000.0,1.0
878,2006-08-29,13200.0,340.0,2.64,13040.0,13220.0,13000.0,309598.0,204000000000.0,97200000000000.0,0.0
879,2006-08-30,13040.0,-160.0,-1.21,13200.0,13220.0,12980.0,283944.0,186000000000.0,96000000000000.0,0.0
880,2006-08-31,13000.0,-40.0,-0.31,13080.0,13240.0,13000.0,413401.0,271000000000.0,95700000000000.0,1.0
881,2006-09-01,13060.0,60.0,0.46,13040.0,13140.0,12980.0,179028.0,117000000000.0,96200000000000.0,1.0
882,2006-09-05,13140.0,20.0,0.15,13120.0,13200.0,13040.0,146528.0,96236846000.0,96800000000000.0,0.0
883,2006-09-06,13080.0,-60.0,-0.46,13160.0,13160.0,13020.0,165470.0,108000000000.0,96300000000000.0,0.0
884,2006-09-07,12980.0,-100.0,-0.76,12920.0,13020.0,12860.0,202533.0,131000000000.0,95600000000000.0,0.0
885,2006-09-08,12940.0,-40.0,-0.31,12880.0,13000.0,12880.0,167494.0,108000000000.0,95300000000000.0,0.0
886,2006-09-11,12660.0,-280.0,-2.16,12940.0,12980.0,12660.0,366389.0,235000000000.0,93200000000000.0,0.0
887,2006-09-12,12640.0,-20.0,-0.16,12760.0,12840.0,12580.0,353782.0,225000000000.0,93100000000000.0,1.0
888,2006-09-13,12840.0,200.0,1.58,12800.0,12900.0,12740.0,499576.0,320000000000.0,94600000000000.0,1.0
889,2006-09-14,13100.0,260.0,2.02,12840.0,13100.0,12820.0,620439.0,404000000000.0,96500000000000.0,1.0
890,2006-09-15,13120.0,20.0,0.15,13060.0,13160.0,13020.0,239772.0,157000000000.0,96600000000000.0,1.0
891,2006-09-18,13460.0,340.0,2.59,13140.0,13580.0,13140.0,527198.0,354000000000.0,99100000000000.0,0.0
892,2006-09-19,13440.0,-20.0,-0.15,13460.0,13560.0,13420.0,289412.0,195000000000.0,99000000000000.0,0.0
893,2006-09-20,13340.0,-100.0,-0.74,13260.0,13380.0,13180.0,315110.0,209000000000.0,98200000000000.0,0.0
894,2006-09-21,13300.0,-40.0,-0.3,13480.0,13540.0,13280.0,285264.0,191000000000.0,98000000000000.0,0.0
895,2006-09-22,13080.0,-220.0,-1.65,13160.0,13220.0,13040.0,235364.0,154000000000.0,96300000000000.0,0.0
896,2006-09-25,13000.0,-80.0,-0.61,13000.0,13160.0,12960.0,250113.0,163000000000.0,95700000000000.0,1.0
897,2006-09-26,13020.0,20.0,0.15,13080.0,13160.0,12920.0,257110.0,168000000000.0,95900000000000.0,1.0
898,2006-09-27,13180.0,160.0,1.23,13100.0,13260.0,13100.0,355216.0,234000000000.0,97100000000000.0,1.0
899,2006-09-28,13360.0,180.0,1.37,13240.0,13440.0,13200.0,343998.0,229000000000.0,98400000000000.0,0.0
900,2006-09-29,13280.0,-80.0,-0.6,13380.0,13440.0,13220.0,226625.0,151000000000.0,97800000000000.0,1.0
901,2006-10-02,13300.0,20.0,0.15,13180.0,13380.0,13180.0,290037.0,192000000000.0,98000000000000.0,0.0
902,2006-10-04,12960.0,-340.0,-2.56,13180.0,13200.0,12940.0,403729.0,264000000000.0,95500000000000.0,0.0
903,2006-10-09,12840.0,-120.0,-0.93,13040.0,13140.0,12500.0,597019.0,383000000000.0,94600000000000.0,0.0
904,2006-10-10,12800.0,-40.0,-0.31,12840.0,13000.0,12800.0,197276.0,127000000000.0,94300000000000.0,0.0
905,2006-10-11,12800.0,0.0,0.0,12700.0,12880.0,12660.0,216929.0,139000000000.0,94300000000000.0,0.0
906,2006-10-12,12720.0,-80.0,-0.63,12720.0,12900.0,12680.0,372132.0,238000000000.0,93700000000000.0,1.0
907,2006-10-13,12880.0,160.0,1.26,12900.0,12960.0,12840.0,269853.0,174000000000.0,94900000000000.0,1.0
908,2006-10-16,13000.0,120.0,0.93,13040.0,13160.0,12920.0,340581.0,222000000000.0,95700000000000.0,0.0
909,2006-10-17,12940.0,-60.0,-0.46,13000.0,13020.0,12840.0,183493.0,119000000000.0,95300000000000.0,0.0
910,2006-10-18,12840.0,-100.0,-0.77,12820.0,12880.0,12720.0,323106.0,207000000000.0,94600000000000.0,0.0
911,2006-10-19,12720.0,-120.0,-0.93,12900.0,12960.0,12640.0,334332.0,213000000000.0,93700000000000.0,0.0
912,2006-10-20,12620.0,-100.0,-0.79,12700.0,12760.0,12580.0,464194.0,294000000000.0,92900000000000.0,0.0
913,2006-10-23,12500.0,-120.0,-0.95,12620.0,12620.0,12400.0,433013.0,271000000000.0,92100000000000.0,1.0
914,2006-10-24,12520.0,20.0,0.16,12600.0,12660.0,12460.0,363472.0,228000000000.0,92200000000000.0,0.0
915,2006-10-25,12500.0,-20.0,-0.16,12480.0,12620.0,12420.0,354819.0,222000000000.0,92100000000000.0,1.0
916,2006-10-26,12580.0,80.0,0.64,12540.0,12680.0,12500.0,333162.0,210000000000.0,92700000000000.0,0.0
917,2006-10-27,12400.0,-180.0,-1.43,12580.0,12580.0,12320.0,441651.0,274000000000.0,91300000000000.0,0.0
918,2006-10-30,12180.0,-220.0,-1.77,12340.0,12380.0,12140.0,402440.0,246000000000.0,89700000000000.0,1.0
919,2006-10-31,12220.0,40.0,0.33,12140.0,12320.0,12060.0,482808.0,294000000000.0,90000000000000.0,1.0
920,2006-11-01,12300.0,80.0,0.65,12360.0,12400.0,12260.0,279048.0,172000000000.0,90600000000000.0,0.0
921,2006-11-02,12280.0,-20.0,-0.16,12280.0,12380.0,12220.0,260489.0,160000000000.0,90400000000000.0,0.0
922,2006-11-03,12220.0,-60.0,-0.49,12340.0,12400.0,12180.0,280251.0,172000000000.0,90000000000000.0,0.0
923,2006-11-06,12100.0,-120.0,-0.98,12180.0,12200.0,11980.0,348796.0,210000000000.0,89100000000000.0,1.0
924,2006-11-07,12180.0,80.0,0.66,12300.0,12300.0,12100.0,355836.0,217000000000.0,89700000000000.0,1.0
925,2006-11-08,12300.0,120.0,0.99,12300.0,12420.0,12300.0,280736.0,173000000000.0,90600000000000.0,1.0
926,2006-11-09,12620.0,320.0,2.6,12400.0,12620.0,12360.0,565233.0,353000000000.0,92900000000000.0,0.0
927,2006-11-10,12580.0,-40.0,-0.32,12560.0,12640.0,12520.0,269615.0,170000000000.0,92700000000000.0,1.0
928,2006-11-13,12780.0,200.0,1.59,12720.0,12800.0,12660.0,330929.0,211000000000.0,94100000000000.0,1.0
929,2006-11-14,12940.0,160.0,1.25,12960.0,13000.0,12880.0,373706.0,242000000000.0,95300000000000.0,1.0
930,2006-11-15,13240.0,300.0,2.32,13100.0,13240.0,13060.0,597223.0,393000000000.0,97500000000000.0,0.0
931,2006-11-16,13140.0,-100.0,-0.76,13520.0,13520.0,13140.0,380746.0,253000000000.0,96800000000000.0,0.0
932,2006-11-17,13080.0,-60.0,-0.46,13160.0,13160.0,13060.0,185934.0,122000000000.0,96300000000000.0,0.0
933,2006-11-20,13040.0,-40.0,-0.31,13120.0,13120.0,12940.0,288586.0,188000000000.0,96000000000000.0,0.0
934,2006-11-21,13000.0,-40.0,-0.31,13060.0,13120.0,12960.0,210661.0,137000000000.0,95700000000000.0,1.0
935,2006-11-22,13200.0,200.0,1.54,12940.0,13200.0,12940.0,243090.0,160000000000.0,97200000000000.0,0.0
936,2006-11-24,13040.0,-40.0,-0.31,13080.0,13120.0,12920.0,182419.0,119000000000.0,96000000000000.0,0.0
937,2006-11-27,12840.0,-200.0,-1.53,12940.0,13000.0,12780.0,322215.0,207000000000.0,94600000000000.0,0.0
938,2006-11-28,12600.0,-240.0,-1.87,12620.0,12740.0,12600.0,322048.0,204000000000.0,92800000000000.0,0.0
939,2006-11-29,12580.0,-20.0,-0.16,12560.0,12740.0,12560.0,339139.0,214000000000.0,92700000000000.0,1.0
940,2006-11-30,12760.0,180.0,1.43,12720.0,12880.0,12700.0,331362.0,212000000000.0,94000000000000.0,1.0
941,2006-12-01,12800.0,40.0,0.31,12800.0,12900.0,12780.0,168014.0,108000000000.0,94300000000000.0,1.0
942,2006-12-04,12820.0,20.0,0.16,12860.0,12920.0,12740.0,200100.0,128000000000.0,94400000000000.0,0.0
943,2006-12-05,12760.0,-60.0,-0.47,12960.0,13020.0,12760.0,350827.0,226000000000.0,94000000000000.0,0.0
944,2006-12-06,12700.0,-60.0,-0.47,12760.0,12800.0,12580.0,262821.0,166000000000.0,93500000000000.0,0.0
945,2006-12-07,12520.0,-180.0,-1.42,12580.0,12700.0,12500.0,297643.0,187000000000.0,92200000000000.0,0.0
946,2006-12-08,12220.0,-300.0,-2.4,12340.0,12360.0,12160.0,510161.0,312000000000.0,90000000000000.0,0.0
947,2006-12-11,12080.0,-140.0,-1.15,12200.0,12240.0,12040.0,451199.0,273000000000.0,89000000000000.0,0.0
948,2006-12-12,12000.0,-80.0,-0.66,12120.0,12200.0,11980.0,328052.0,198000000000.0,88400000000000.0,1.0
949,2006-12-13,12040.0,40.0,0.33,12000.0,12180.0,12000.0,347571.0,210000000000.0,88700000000000.0,1.0
950,2006-12-14,12280.0,240.0,1.99,12060.0,12280.0,12000.0,869434.0,529000000000.0,90400000000000.0,0.0
951,2006-12-15,12160.0,-120.0,-0.98,12280.0,12300.0,12140.0,473796.0,289000000000.0,89600000000000.0,1.0
952,2006-12-18,12200.0,40.0,0.33,12200.0,12300.0,12160.0,404331.0,247000000000.0,89900000000000.0,0.0
953,2006-12-19,12200.0,0.0,0.0,12200.0,12280.0,12160.0,342849.0,209000000000.0,89900000000000.0,1.0
954,2006-12-20,12320.0,120.0,0.98,12180.0,12400.0,12180.0,484659.0,299000000000.0,90700000000000.0,0.0
955,2006-12-21,12300.0,-20.0,-0.16,12380.0,12400.0,12260.0,322380.0,199000000000.0,90600000000000.0,0.0
956,2006-12-22,12200.0,-100.0,-0.81,12240.0,12280.0,12160.0,346335.0,211000000000.0,89900000000000.0,0.0
957,2006-12-26,12120.0,-80.0,-0.66,12180.0,12220.0,12040.0,311490.0,189000000000.0,89300000000000.0,1.0
958,2006-12-27,12240.0,120.0,0.99,12220.0,12280.0,12080.0,196598.0,120000000000.0,90100000000000.0,1.0
959,2006-12-28,12260.0,20.0,0.16,12320.0,12380.0,12200.0,218266.0,134000000000.0,90300000000000.0,0.0
960,2007-01-03,12220.0,-280.0,-2.24,12540.0,12560.0,12220.0,394730.0,244000000000.0,90000000000000.0,0.0
961,2007-01-04,12140.0,-80.0,-0.65,12220.0,12240.0,12060.0,381464.0,231000000000.0,89400000000000.0,0.0
962,2007-01-05,11900.0,-240.0,-1.98,12160.0,12180.0,11900.0,586649.0,352000000000.0,87600000000000.0,0.0
963,2007-01-08,11640.0,-260.0,-2.18,11840.0,11880.0,11580.0,682494.0,399000000000.0,85700000000000.0,1.0
964,2007-01-09,11720.0,80.0,0.69,11740.0,11880.0,11640.0,402197.0,237000000000.0,86300000000000.0,0.0
965,2007-01-10,11560.0,-160.0,-1.37,11640.0,11680.0,11500.0,522576.0,302000000000.0,85100000000000.0,1.0
966,2007-01-11,11640.0,80.0,0.69,11580.0,11760.0,11560.0,613040.0,358000000000.0,85700000000000.0,1.0
967,2007-01-12,12060.0,420.0,3.61,11800.0,12120.0,11700.0,826085.0,495000000000.0,88800000000000.0,1.0
968,2007-01-16,12260.0,20.0,0.16,12300.0,12300.0,12220.0,310451.0,190000000000.0,90300000000000.0,0.0
969,2007-01-17,12040.0,-220.0,-1.79,12200.0,12200.0,11940.0,498084.0,300000000000.0,88700000000000.0,0.0
970,2007-01-18,11900.0,-140.0,-1.16,11980.0,11980.0,11780.0,435259.0,259000000000.0,87600000000000.0,0.0
971,2007-01-19,11700.0,-200.0,-1.68,11760.0,11760.0,11580.0,744502.0,435000000000.0,86200000000000.0,1.0
972,2007-01-22,11820.0,120.0,1.03,11700.0,11860.0,11660.0,424080.0,249000000000.0,87100000000000.0,1.0
973,2007-01-23,11920.0,100.0,0.85,11820.0,12000.0,11760.0,515474.0,306000000000.0,87800000000000.0,1.0
974,2007-01-24,12020.0,100.0,0.84,12000.0,12080.0,11980.0,285136.0,171000000000.0,88500000000000.0,1.0
975,2007-01-25,12060.0,40.0,0.33,12120.0,12160.0,12040.0,235971.0,142000000000.0,88800000000000.0,0.0
976,2007-01-26,11740.0,-320.0,-2.65,12000.0,12000.0,11740.0,769965.0,456000000000.0,86500000000000.0,0.0
977,2007-01-29,11560.0,-180.0,-1.53,11800.0,11820.0,11540.0,595390.0,347000000000.0,85100000000000.0,1.0
978,2007-01-30,11660.0,100.0,0.87,11640.0,11720.0,11500.0,427479.0,248000000000.0,85900000000000.0,0.0
979,2007-01-31,11580.0,-80.0,-0.69,11700.0,11700.0,11500.0,375461.0,218000000000.0,85300000000000.0,1.0
980,2007-02-01,11600.0,20.0,0.17,11520.0,11680.0,11520.0,407592.0,237000000000.0,85400000000000.0,1.0
981,2007-02-02,11740.0,140.0,1.21,11660.0,11820.0,11600.0,767090.0,450000000000.0,86500000000000.0,0.0
982,2007-02-05,11720.0,-20.0,-0.17,11780.0,11800.0,11660.0,484554.0,284000000000.0,86300000000000.0,1.0
983,2007-02-06,11740.0,20.0,0.17,11700.0,11760.0,11660.0,296092.0,173000000000.0,86500000000000.0,0.0
984,2007-02-07,11720.0,-20.0,-0.17,11760.0,11780.0,11600.0,427843.0,250000000000.0,86300000000000.0,0.0
985,2007-02-08,11620.0,-100.0,-0.85,11760.0,11800.0,11600.0,515750.0,301000000000.0,85600000000000.0,1.0
986,2007-02-09,11700.0,80.0,0.69,11580.0,11720.0,11580.0,316085.0,184000000000.0,86200000000000.0,0.0
987,2007-02-12,11440.0,-260.0,-2.22,11600.0,11600.0,11380.0,925768.0,529000000000.0,84300000000000.0,0.0
988,2007-02-13,11240.0,-200.0,-1.75,11380.0,11420.0,11200.0,791736.0,447000000000.0,82800000000000.0,1.0
989,2007-02-14,11340.0,100.0,0.89,11340.0,11460.0,11340.0,630109.0,359000000000.0,83500000000000.0,1.0
990,2007-02-15,11480.0,140.0,1.23,11620.0,11640.0,11380.0,629396.0,362000000000.0,84500000000000.0,1.0
991,2007-02-16,11800.0,320.0,2.79,11560.0,11840.0,11480.0,856061.0,502000000000.0,86900000000000.0,1.0
992,2007-02-20,12000.0,200.0,1.69,11900.0,12040.0,11760.0,466277.0,278000000000.0,88400000000000.0,1.0
993,2007-02-21,12120.0,120.0,1.0,12040.0,12240.0,12000.0,553852.0,336000000000.0,89300000000000.0,0.0
994,2007-02-22,12040.0,-80.0,-0.66,12120.0,12240.0,12040.0,369153.0,224000000000.0,88700000000000.0,0.0
995,2007-02-23,11860.0,-180.0,-1.5,12060.0,12080.0,11800.0,528882.0,315000000000.0,87300000000000.0,0.0
996,2007-02-26,11660.0,-200.0,-1.69,11740.0,11780.0,11580.0,588859.0,343000000000.0,85900000000000.0,0.0
997,2007-02-27,11620.0,-40.0,-0.34,11720.0,11720.0,11500.0,449491.0,261000000000.0,85600000000000.0,0.0
998,2007-02-28,11340.0,-280.0,-2.41,11160.0,11400.0,11160.0,907799.0,513000000000.0,83500000000000.0,0.0
999,2007-03-02,11320.0,-20.0,-0.18,11220.0,11440.0,11180.0,674137.0,382000000000.0,83400000000000.0,0.0
1000,2007-03-05,11260.0,-60.0,-0.53,11240.0,11440.0,11220.0,551685.0,312000000000.0,82900000000000.0,1.0
1001,2007-03-06,11380.0,120.0,1.07,11300.0,11580.0,11300.0,581082.0,333000000000.0,83800000000000.0,1.0
1002,2007-03-07,11400.0,20.0,0.18,11500.0,11520.0,11300.0,533148.0,304000000000.0,84000000000000.0,1.0
1003,2007-03-08,11480.0,80.0,0.7,11400.0,11640.0,11340.0,581132.0,334000000000.0,84500000000000.0,1.0
1004,2007-03-09,11720.0,240.0,2.09,11660.0,11780.0,11600.0,624981.0,366000000000.0,86300000000000.0,1.0
1005,2007-03-12,12040.0,320.0,2.73,11800.0,12040.0,11800.0,633907.0,380000000000.0,88700000000000.0,0.0
1006,2007-03-13,12000.0,-40.0,-0.33,12080.0,12080.0,11860.0,336560.0,201000000000.0,88400000000000.0,0.0
1007,2007-03-14,11680.0,-320.0,-2.67,11720.0,11760.0,11600.0,501489.0,293000000000.0,86000000000000.0,1.0
1008,2007-03-15,11720.0,40.0,0.34,11700.0,11840.0,11680.0,491675.0,289000000000.0,86300000000000.0,1.0
1009,2007-03-16,11780.0,60.0,0.51,11720.0,11860.0,11620.0,290331.0,170000000000.0,86800000000000.0,0.0
1010,2007-03-19,11740.0,-40.0,-0.34,11740.0,11800.0,11640.0,251118.0,147000000000.0,86500000000000.0,0.0
1011,2007-03-20,11580.0,-160.0,-1.36,11700.0,11740.0,11500.0,430997.0,250000000000.0,85300000000000.0,0.0
1012,2007-03-21,11580.0,0.0,0.0,11620.0,11700.0,11500.0,251192.0,146000000000.0,85300000000000.0,1.0
1013,2007-03-22,11640.0,60.0,0.52,11700.0,11780.0,11640.0,442398.0,259000000000.0,85700000000000.0,0.0
1014,2007-03-23,11600.0,-40.0,-0.34,11680.0,11720.0,11520.0,345432.0,201000000000.0,85400000000000.0,1.0
1015,2007-03-26,11680.0,80.0,0.69,11640.0,11700.0,11560.0,317996.0,185000000000.0,86000000000000.0,0.0
1016,2007-03-27,11600.0,-80.0,-0.68,11640.0,11660.0,11540.0,375604.0,218000000000.0,85400000000000.0,0.0
1017,2007-03-28,11440.0,-160.0,-1.38,11600.0,11600.0,11400.0,452146.0,259000000000.0,84300000000000.0,0.0
1018,2007-03-29,11380.0,-60.0,-0.52,11300.0,11480.0,11280.0,615086.0,349000000000.0,83800000000000.0,0.0
1019,2007-03-30,11260.0,-120.0,-1.05,11380.0,11380.0,11240.0,455340.0,257000000000.0,82900000000000.0,1.0
1020,2007-04-02,11320.0,60.0,0.53,11280.0,11420.0,11280.0,400701.0,228000000000.0,83400000000000.0,1.0
1021,2007-04-03,11480.0,160.0,1.41,11340.0,11560.0,11320.0,393533.0,225000000000.0,84500000000000.0,1.0
1022,2007-04-04,11900.0,420.0,3.66,11660.0,11940.0,11620.0,895368.0,529000000000.0,87600000000000.0,0.0
1023,2007-04-05,11860.0,-40.0,-0.34,12020.0,12060.0,11820.0,315446.0,188000000000.0,87300000000000.0,0.0
1024,2007-04-09,11680.0,-60.0,-0.51,11800.0,11800.0,11660.0,255566.0,150000000000.0,86000000000000.0,0.0
1025,2007-04-10,11560.0,-120.0,-1.03,11680.0,11780.0,11520.0,445632.0,259000000000.0,85100000000000.0,1.0
1026,2007-04-11,11980.0,420.0,3.63,11680.0,12020.0,11660.0,849659.0,506000000000.0,88200000000000.0,1.0
1027,2007-04-12,12080.0,100.0,0.83,11940.0,12080.0,11880.0,687057.0,412000000000.0,89000000000000.0,0.0
1028,2007-04-13,12020.0,-60.0,-0.5,12080.0,12200.0,11900.0,717531.0,432000000000.0,88500000000000.0,0.0
1029,2007-04-16,11860.0,-160.0,-1.33,11980.0,12060.0,11860.0,404544.0,241000000000.0,87300000000000.0,0.0
1030,2007-04-17,11860.0,0.0,0.0,11920.0,11980.0,11760.0,447858.0,266000000000.0,87300000000000.0,0.0
1031,2007-04-18,11660.0,-200.0,-1.69,11800.0,11820.0,11620.0,504000.0,295000000000.0,85900000000000.0,0.0
1032,2007-04-19,11380.0,-280.0,-2.4,11620.0,11640.0,11360.0,642283.0,368000000000.0,83800000000000.0,1.0
1033,2007-04-20,11460.0,80.0,0.7,11480.0,11560.0,11420.0,334966.0,192000000000.0,84400000000000.0,0.0
1034,2007-04-23,11400.0,-60.0,-0.52,11560.0,11680.0,11400.0,371509.0,214000000000.0,84000000000000.0,1.0
1035,2007-04-24,11420.0,20.0,0.18,11480.0,11540.0,11360.0,502092.0,287000000000.0,84100000000000.0,0.0
1036,2007-04-25,11280.0,-140.0,-1.23,11520.0,11560.0,11240.0,590415.0,335000000000.0,83100000000000.0,1.0
1037,2007-04-26,11600.0,320.0,2.84,11400.0,11620.0,11400.0,542671.0,313000000000.0,85400000000000.0,0.0
1038,2007-04-27,11600.0,0.0,0.0,11620.0,11740.0,11460.0,608528.0,355000000000.0,85400000000000.0,0.0
1039,2007-04-30,11480.0,-120.0,-1.03,11600.0,11660.0,11380.0,377020.0,216000000000.0,84500000000000.0,1.0
1040,2007-05-02,11500.0,20.0,0.17,11400.0,11600.0,11400.0,330000.0,189000000000.0,84700000000000.0,0.0
1041,2007-05-03,11480.0,-20.0,-0.17,11560.0,11620.0,11460.0,293331.0,169000000000.0,84500000000000.0,1.0
1042,2007-05-04,11520.0,40.0,0.35,11480.0,11560.0,11480.0,242355.0,139000000000.0,84800000000000.0,1.0
1043,2007-05-07,11740.0,220.0,1.91,11600.0,11740.0,11560.0,585381.0,342000000000.0,86500000000000.0,0.0
1044,2007-05-08,11640.0,-100.0,-0.85,11760.0,11860.0,11580.0,609400.0,357000000000.0,85700000000000.0,0.0
1045,2007-05-09,11600.0,-40.0,-0.34,11600.0,11720.0,11480.0,388931.0,225000000000.0,85400000000000.0,0.0
1046,2007-05-10,11500.0,-100.0,-0.86,11700.0,11720.0,11500.0,425696.0,247000000000.0,84700000000000.0,0.0
1047,2007-05-11,11460.0,-40.0,-0.35,11500.0,11540.0,11380.0,361271.0,206000000000.0,84400000000000.0,1.0
1048,2007-05-14,11480.0,20.0,0.17,11500.0,11560.0,11400.0,303571.0,174000000000.0,84500000000000.0,0.0
1049,2007-05-15,11460.0,-20.0,-0.17,11480.0,11500.0,11380.0,332598.0,190000000000.0,84400000000000.0,0.0
1050,2007-05-16,11400.0,-60.0,-0.52,11380.0,11480.0,11380.0,274571.0,157000000000.0,84000000000000.0,0.0
1051,2007-05-17,11320.0,-80.0,-0.7,11380.0,11460.0,11240.0,659833.0,373000000000.0,83400000000000.0,0.0
1052,2007-05-18,11080.0,-240.0,-2.12,11200.0,11220.0,10960.0,887355.0,492000000000.0,81600000000000.0,0.0
1053,2007-05-21,11040.0,-40.0,-0.36,10940.0,11160.0,10920.0,541705.0,298000000000.0,81300000000000.0,1.0
1054,2007-05-22,11300.0,260.0,2.36,11120.0,11340.0,11120.0,818029.0,460000000000.0,83200000000000.0,0.0
1055,2007-05-23,11240.0,-60.0,-0.53,11320.0,11360.0,11180.0,376001.0,212000000000.0,82800000000000.0,0.0
1056,2007-05-25,11040.0,-200.0,-1.78,11000.0,11140.0,11000.0,610558.0,337000000000.0,81300000000000.0,0.0
1057,2007-05-29,10740.0,-220.0,-2.01,10920.0,10940.0,10700.0,688101.0,371000000000.0,79100000000000.0,0.0
1058,2007-05-30,10640.0,-100.0,-0.93,10740.0,10740.0,10500.0,788854.0,417000000000.0,78400000000000.0,1.0
1059,2007-05-31,10700.0,60.0,0.56,10720.0,10840.0,10640.0,646556.0,347000000000.0,78800000000000.0,1.0
1060,2007-06-01,11120.0,420.0,3.93,10920.0,11180.0,10860.0,965614.0,535000000000.0,81900000000000.0,1.0
1061,2007-06-04,11440.0,320.0,2.88,11320.0,11560.0,11260.0,1083523.0,619000000000.0,84300000000000.0,0.0
1062,2007-06-05,11420.0,-20.0,-0.17,11500.0,11640.0,11380.0,610785.0,351000000000.0,84100000000000.0,0.0
1063,2007-06-07,11380.0,-40.0,-0.35,11180.0,11400.0,11180.0,482594.0,273000000000.0,83800000000000.0,1.0
1064,2007-06-08,11440.0,60.0,0.53,11240.0,11520.0,11220.0,672987.0,384000000000.0,84300000000000.0,1.0
1065,2007-06-11,11560.0,120.0,1.05,11560.0,11700.0,11440.0,669738.0,388000000000.0,85100000000000.0,0.0
1066,2007-06-12,11560.0,0.0,0.0,11440.0,11660.0,11440.0,347447.0,201000000000.0,85100000000000.0,0.0
1067,2007-06-13,11460.0,-100.0,-0.87,11500.0,11540.0,11340.0,357930.0,205000000000.0,84400000000000.0,1.0
1068,2007-06-14,11620.0,160.0,1.4,11600.0,11620.0,11460.0,639714.0,370000000000.0,85600000000000.0,0.0
1069,2007-06-15,11480.0,-140.0,-1.2,11560.0,11580.0,11420.0,481646.0,276000000000.0,84500000000000.0,1.0
1070,2007-06-18,11780.0,300.0,2.61,11600.0,11800.0,11520.0,684731.0,400000000000.0,86800000000000.0,0.0
1071,2007-06-19,11700.0,-80.0,-0.68,11880.0,11880.0,11660.0,381509.0,224000000000.0,86200000000000.0,0.0
1072,2007-06-20,11540.0,-160.0,-1.37,11740.0,11760.0,11480.0,572511.0,332000000000.0,85000000000000.0,1.0
1073,2007-06-21,11780.0,240.0,2.08,11720.0,11840.0,11580.0,921332.0,539000000000.0,86800000000000.0,1.0
1074,2007-06-22,11820.0,40.0,0.34,11920.0,12020.0,11760.0,830912.0,493000000000.0,87100000000000.0,0.0
1075,2007-06-25,11760.0,-60.0,-0.51,11760.0,11940.0,11700.0,394549.0,234000000000.0,86600000000000.0,0.0
1076,2007-06-26,11760.0,0.0,0.0,11820.0,11860.0,11660.0,391951.0,230000000000.0,86600000000000.0,0.0
1077,2007-06-27,11620.0,-140.0,-1.19,11680.0,11720.0,11580.0,347123.0,202000000000.0,85600000000000.0,0.0
1078,2007-06-28,11560.0,-60.0,-0.52,11620.0,11700.0,11500.0,409739.0,237000000000.0,85100000000000.0,0.0
1079,2007-06-29,11320.0,-240.0,-2.08,11560.0,11580.0,11320.0,576459.0,329000000000.0,83400000000000.0,0.0
1080,2007-07-02,11300.0,-20.0,-0.18,11160.0,11340.0,11160.0,306054.0,172000000000.0,83200000000000.0,1.0
1081,2007-07-03,11420.0,120.0,1.06,11440.0,11500.0,11360.0,519591.0,297000000000.0,84100000000000.0,1.0
1082,2007-07-05,11820.0,260.0,2.25,11740.0,11860.0,11640.0,668376.0,394000000000.0,87100000000000.0,1.0
1083,2007-07-06,12540.0,720.0,6.09,12060.0,12640.0,11980.0,1657421.0,1020000000000.0,92400000000000.0,1.0
1084,2007-07-09,12860.0,320.0,2.55,12760.0,12980.0,12660.0,1269926.0,816000000000.0,94700000000000.0,0.0
1085,2007-07-10,12580.0,-280.0,-2.18,12780.0,12940.0,12580.0,676063.0,428000000000.0,92700000000000.0,1.0
